cluster_a,cluster_b,links,keywords_a,keywords_b
44,47,3,"rotativo inventario, relatório posição, controle rotativo","importação, fiscais, notas"
94,119,3,"vendas, planejamento, distribuição","mestre produção, plano mestre, manufatura plano"
34,108,3,"labelli, pegada, estava","distribuição pedidos, vendas distribuição, entrega"
71,93,3,"fpv, preço venda, cálculo","semi, acabado, ofs"
24,108,3,"duramas, queda, feira marcio","distribuição pedidos, vendas distribuição, entrega"
29,105,3,"detalhamento teste, login, user","instrução, embarque, cancelamento saldo"
74,108,3,"etiqueta, emissão, unidade produto","distribuição pedidos, vendas distribuição, entrega"
34,120,3,"labelli, pegada, estava","ivendre, ios, proposta"
120,144,3,"ivendre, ios, proposta","faturamento, liberação, estabelecimento"
108,144,3,"distribuição pedidos, vendas distribuição, entrega","faturamento, liberação, estabelecimento"
34,48,3,"labelli, pegada, estava","sobre destaque, aparece venda, precisa habilitar"
78,116,3,"plano produção, projeção, necessidades","processo, recurso, relatório"
83,108,3,"pré, recebimento, pre","distribuição pedidos, vendas distribuição, entrega"
51,90,3,"mail assunto, email, abaixo","apontamento, web, coletores"
30,125,3,"composto, estoque, patch documentação","representante, entrega, carrinho"
63,125,3,"grafdil, pessoa, franquia","representante, entrega, carrinho"
23,39,3,"logs, job, tabelas","tablas, schneider, una"
20,125,3,"carteira, análise, representante","representante, entrega, carrinho"
112,116,3,"eficiência, eficiencia, recurso","processo, recurso, relatório"
90,103,3,"apontamento, web, coletores","fábrica lançamentos, apontamento rótulos, manufatura chão"
41,117,3,"situação, ocorrida, sobre","cartão, emissão, componente"
90,98,3,"apontamento, web, coletores","ora, mensagem, erro"
51,113,3,"mail assunto, email, abaixo","meta, planejamento, recurso"
41,48,3,"situação, ocorrida, sobre","sobre destaque, aparece venda, precisa habilitar"
29,139,3,"detalhamento teste, login, user","crédito, risco, analise"
126,145,3,"desconto, comissão, regra","desconto, faturamento, valor"
39,83,3,"tablas, schneider, una","pré, recebimento, pre"
71,82,3,"fpv, preço venda, cálculo","compras, necessidades, cotação"
82,111,3,"compras, necessidades, cotação","importação, edi, arquivo"
77,128,3,"email, envio, mails","schneider, marcio, eunice"
12,63,3,"manutenção, preventiva, maquina","grafdil, pessoa, franquia"
54,102,3,"cnpj, jurídicas, pessoas","encerramento, períodos, mês"
107,114,3,"operações, propriedade, tempo padrão","fabricação, ordem, ordens"
41,43,3,"situação, ocorrida, sobre","link, http, kunden senha"
95,112,3,"sql, movimento, estoque","eficiência, eficiencia, recurso"
97,98,3,"planejamento, ofs, planos","ora, mensagem, erro"
62,98,3,"manutenção industrial, transferência, máquina","ora, mensagem, erro"
44,51,3,"rotativo inventario, relatório posição, controle rotativo","mail assunto, email, abaixo"
12,107,3,"manutenção, preventiva, maquina","operações, propriedade, tempo padrão"
6,47,3,"senha, user, acesso base","importação, fiscais, notas"
23,41,3,"logs, job, tabelas","situação, ocorrida, sobre"
21,57,2,"utilizado, laboratorial, técnica","materiais, material, componente"
21,29,2,"utilizado, laboratorial, técnica","detalhamento teste, login, user"
21,122,2,"utilizado, laboratorial, técnica","pesagem, compensação, ofs"
21,104,2,"utilizado, laboratorial, técnica","apontamento, funcionário, desvio processo"
21,82,2,"utilizado, laboratorial, técnica","compras, necessidades, cotação"
55,71,2,"conjunto, marca, produto acabado","fpv, preço venda, cálculo"
71,137,2,"fpv, preço venda, cálculo","icms, sped, fiscal"
137,146,2,"icms, sped, fiscal","recebimento notas, fiscal, suprimentos recebimento"
65,92,2,"ticket, una, proceso","formula, tinta, materiais"
57,107,2,"materiais, material, componente","operações, propriedade, tempo padrão"
35,127,2,"ora, consolidar, bolsas operaciones","kunden systems, marcio, systems convidado"
100,104,2,"lote, balanceado, quantidade","apontamento, funcionário, desvio processo"
57,71,2,"materiais, material, componente","fpv, preço venda, cálculo"
41,50,2,"situação, ocorrida, sobre","características, categoria, configuração"
85,96,2,"localização, futuro, estoque","select, código, sql"
9,29,2,"codex, clipboard, png","detalhamento teste, login, user"
29,87,2,"detalhamento teste, login, user","fábrica lançamentos, lançamentos apontamento, apontamento ordem"
27,86,2,"caixas, aproveitamento, lote","medida, unidade, qtde"
72,80,2,"largura, equivocada, duramas","cep, lançamento, controle indicador"
76,122,2,"qtde, medição, metragem","pesagem, compensação, ofs"
19,51,2,"devolução, cep, evento","mail assunto, email, abaixo"
66,86,2,"satra, arquivo, ticket","medida, unidade, qtde"
29,76,2,"detalhamento teste, login, user","qtde, medição, metragem"
90,117,2,"apontamento, web, coletores","cartão, emissão, componente"
68,121,2,"custeio, soubach, couro","android, app, ivendre"
52,70,2,"descritivos técnicos, doc, curtume","custeio, custo, mês"
80,86,2,"cep, lançamento, controle indicador","medida, unidade, qtde"
47,52,2,"importação, fiscais, notas","descritivos técnicos, doc, curtume"
71,78,2,"fpv, preço venda, cálculo","plano produção, projeção, necessidades"
80,135,2,"cep, lançamento, controle indicador","fornecedor, wagner, nfs"
114,117,2,"fabricação, ordem, ordens","cartão, emissão, componente"
86,129,2,"medida, unidade, qtde","remessa, industrialização, retorno"
104,129,2,"apontamento, funcionário, desvio processo","remessa, industrialização, retorno"
86,99,2,"medida, unidade, qtde","multitarefa, cep, apontamento"
80,99,2,"cep, lançamento, controle indicador","multitarefa, cep, apontamento"
76,130,2,"qtde, medição, metragem","consignação, depósito, operação"
35,76,2,"ora, consolidar, bolsas operaciones","qtde, medição, metragem"
95,106,2,"sql, movimento, estoque","reserva, estoque futuro, lote"
96,97,2,"select, código, sql","planejamento, ofs, planos"
131,146,2,"retorno, industrialização, deposito","recebimento notas, fiscal, suprimentos recebimento"
110,134,2,"suprimentos estoque, estoque produto, consulta estoque","abastecimento, suprimentos planejamento, materiais"
49,97,2,"corrugado, rótulos, corrugada","planejamento, ofs, planos"
69,96,2,"arezzo, importação, romaneio","select, código, sql"
114,116,2,"fabricação, ordem, ordens","processo, recurso, relatório"
78,100,2,"plano produção, projeção, necessidades","lote, balanceado, quantidade"
27,100,2,"caixas, aproveitamento, lote","lote, balanceado, quantidade"
51,64,2,"mail assunto, email, abaixo","produtos fabricação, mês, geração produtos"
33,110,2,"conta contábil, produtos fabricação, geração produtos","suprimentos estoque, estoque produto, consulta estoque"
95,102,2,"sql, movimento, estoque","encerramento, períodos, mês"
91,102,2,"localização, estoque, reserva","encerramento, períodos, mês"
33,80,2,"conta contábil, produtos fabricação, geração produtos","cep, lançamento, controle indicador"
65,133,2,"ticket, una, proceso","requisição, centro custo, baixa"
72,84,2,"largura, equivocada, duramas","lotes, painel, fracionar"
82,110,2,"compras, necessidades, cotação","suprimentos estoque, estoque produto, consulta estoque"
95,134,2,"sql, movimento, estoque","abastecimento, suprimentos planejamento, materiais"
76,101,2,"qtde, medição, metragem","planejamento vendas, estoque, entrega"
20,41,2,"carteira, análise, representante","situação, ocorrida, sobre"
69,136,2,"arezzo, importação, romaneio","entrada, chave, smart"
135,140,2,"fornecedor, wagner, nfs","sefaz, receita, notas"
85,95,2,"localização, futuro, estoque","sql, movimento, estoque"
75,95,2,"select, código, tabela","sql, movimento, estoque"
140,146,2,"sefaz, receita, notas","recebimento notas, fiscal, suprimentos recebimento"
87,140,2,"fábrica lançamentos, lançamentos apontamento, apontamento ordem","sefaz, receita, notas"
107,136,2,"operações, propriedade, tempo padrão","entrada, chave, smart"
128,136,2,"schneider, marcio, eunice","entrada, chave, smart"
140,147,2,"sefaz, receita, notas","importação notas, fiscais importação, entrada xml"
62,127,2,"manutenção industrial, transferência, máquina","kunden systems, marcio, systems convidado"
19,136,2,"devolução, cep, evento","entrada, chave, smart"
29,55,2,"detalhamento teste, login, user","conjunto, marca, produto acabado"
54,77,2,"cnpj, jurídicas, pessoas","email, envio, mails"
18,35,2,"recálculo, custeio, controladoria custos","ora, consolidar, bolsas operaciones"
72,98,2,"largura, equivocada, duramas","ora, mensagem, erro"
41,60,2,"situação, ocorrida, sobre","armazenagem, local, lotes"
32,60,2,"rótulos, armazenamento, unidades","armazenagem, local, lotes"
60,130,2,"armazenagem, local, lotes","consignação, depósito, operação"
57,133,2,"materiais, material, componente","requisição, centro custo, baixa"
96,144,2,"select, código, sql","faturamento, liberação, estabelecimento"
131,141,2,"retorno, industrialização, deposito","faturamento, rota, liberação pedidos"
36,138,2,"embarque, controle, rótulos","faturamento, liberação, encaixotamento"
36,105,2,"embarque, controle, rótulos","instrução, embarque, cancelamento saldo"
35,40,2,"ora, consolidar, bolsas operaciones","carta correção, mail assunto, nfs"
19,130,2,"devolução, cep, evento","consignação, depósito, operação"
30,32,2,"composto, estoque, patch documentação","rótulos, armazenamento, unidades"
62,142,2,"manutenção industrial, transferência, máquina","fiscais, notas, fiscal saída"
136,146,2,"entrada, chave, smart","recebimento notas, fiscal, suprimentos recebimento"
40,68,2,"carta correção, mail assunto, nfs","custeio, soubach, couro"
131,137,2,"retorno, industrialização, deposito","icms, sped, fiscal"
19,82,2,"devolução, cep, evento","compras, necessidades, cotação"
41,97,2,"situação, ocorrida, sobre","planejamento, ofs, planos"
119,123,2,"mestre produção, plano mestre, manufatura plano","abastecimento, ofs, consumo"
51,119,2,"mail assunto, email, abaixo","mestre produção, plano mestre, manufatura plano"
75,134,2,"select, código, tabela","abastecimento, suprimentos planejamento, materiais"
113,119,2,"meta, planejamento, recurso","mestre produção, plano mestre, manufatura plano"
22,75,2,"saldo saldo, alterado, prev","select, código, tabela"
42,51,2,"relatório plano, plano mestre, mestre produção","mail assunto, email, abaixo"
67,138,2,"rotulo, ler, caixa","faturamento, liberação, encaixotamento"
31,51,2,"dígitos, ean, contentor","mail assunto, email, abaixo"
17,31,2,"gtin, ean, txt","dígitos, ean, contentor"
17,69,2,"gtin, ean, txt","arezzo, importação, romaneio"
17,141,2,"gtin, ean, txt","faturamento, rota, liberação pedidos"
42,58,2,"relatório plano, plano mestre, mestre produção","engenharia, estruturação produto, desenvolvimento produto"
25,39,2,"patchs, pegada, frigolaste","tablas, schneider, una"
108,117,2,"distribuição pedidos, vendas distribuição, entrega","cartão, emissão, componente"
32,117,2,"rótulos, armazenamento, unidades","cartão, emissão, componente"
76,117,2,"qtde, medição, metragem","cartão, emissão, componente"
64,117,2,"produtos fabricação, mês, geração produtos","cartão, emissão, componente"
70,79,2,"custeio, custo, mês","reposição, ponto, estoque segurança"
28,67,2,"medidora, está lendo, barras","rotulo, ler, caixa"
17,30,2,"gtin, ean, txt","composto, estoque, patch documentação"
74,135,2,"etiqueta, emissão, unidade produto","fornecedor, wagner, nfs"
89,106,2,"rótulo, operação, coletor","reserva, estoque futuro, lote"
27,76,2,"caixas, aproveitamento, lote","qtde, medição, metragem"
41,89,2,"situação, ocorrida, sobre","rótulo, operação, coletor"
64,65,2,"produtos fabricação, mês, geração produtos","ticket, una, proceso"
29,58,2,"detalhamento teste, login, user","engenharia, estruturação produto, desenvolvimento produto"
32,58,2,"rótulos, armazenamento, unidades","engenharia, estruturação produto, desenvolvimento produto"
32,108,2,"rótulos, armazenamento, unidades","distribuição pedidos, vendas distribuição, entrega"
52,122,2,"descritivos técnicos, doc, curtume","pesagem, compensação, ofs"
33,133,2,"conta contábil, produtos fabricação, geração produtos","requisição, centro custo, baixa"
90,109,2,"apontamento, web, coletores","cri, inventariado, inventário"
15,80,2,"contra nota, abate, gera contra","cep, lançamento, controle indicador"
15,19,2,"contra nota, abate, gera contra","devolução, cep, evento"
34,106,2,"labelli, pegada, estava","reserva, estoque futuro, lote"
16,141,2,"controle embarque, embarque web, fiscais controle","faturamento, rota, liberação pedidos"
51,61,2,"mail assunto, email, abaixo","painel, web, embalagem"
61,91,2,"painel, web, embalagem","localização, estoque, reserva"
39,65,2,"tablas, schneider, una","ticket, una, proceso"
61,87,2,"painel, web, embalagem","fábrica lançamentos, lançamentos apontamento, apontamento ordem"
31,84,2,"dígitos, ean, contentor","lotes, painel, fracionar"
35,106,2,"ora, consolidar, bolsas operaciones","reserva, estoque futuro, lote"
91,109,2,"localização, estoque, reserva","cri, inventariado, inventário"
91,105,2,"localização, estoque, reserva","instrução, embarque, cancelamento saldo"
84,87,2,"lotes, painel, fracionar","fábrica lançamentos, lançamentos apontamento, apontamento ordem"
84,91,2,"lotes, painel, fracionar","localização, estoque, reserva"
91,94,2,"localização, estoque, reserva","vendas, planejamento, distribuição"
101,125,2,"planejamento vendas, estoque, entrega","representante, entrega, carrinho"
34,51,2,"labelli, pegada, estava","mail assunto, email, abaixo"
79,109,2,"reposição, ponto, estoque segurança","cri, inventariado, inventário"
15,76,2,"contra nota, abate, gera contra","qtde, medição, metragem"
19,41,2,"devolução, cep, evento","situação, ocorrida, sobre"
88,129,2,"flush, back, baixa","remessa, industrialização, retorno"
71,83,2,"fpv, preço venda, cálculo","pré, recebimento, pre"
70,146,2,"custeio, custo, mês","recebimento notas, fiscal, suprimentos recebimento"
41,71,2,"situação, ocorrida, sobre","fpv, preço venda, cálculo"
71,76,2,"fpv, preço venda, cálculo","qtde, medição, metragem"
92,142,2,"formula, tinta, materiais","fiscais, notas, fiscal saída"
7,41,2,"gera emissão, emissão rótulo, rótulo unidade","situação, ocorrida, sobre"
106,109,2,"reserva, estoque futuro, lote","cri, inventariado, inventário"
93,108,2,"semi, acabado, ofs","distribuição pedidos, vendas distribuição, entrega"
89,108,2,"rótulo, operação, coletor","distribuição pedidos, vendas distribuição, entrega"
105,119,2,"instrução, embarque, cancelamento saldo","mestre produção, plano mestre, manufatura plano"
30,105,2,"composto, estoque, patch documentação","instrução, embarque, cancelamento saldo"
98,99,2,"ora, mensagem, erro","multitarefa, cep, apontamento"
106,111,2,"reserva, estoque futuro, lote","importação, edi, arquivo"
16,105,2,"controle embarque, embarque web, fiscais controle","instrução, embarque, cancelamento saldo"
105,138,2,"instrução, embarque, cancelamento saldo","faturamento, liberação, encaixotamento"
101,105,2,"planejamento vendas, estoque, entrega","instrução, embarque, cancelamento saldo"
72,105,2,"largura, equivocada, duramas","instrução, embarque, cancelamento saldo"
51,124,2,"mail assunto, email, abaixo","ivendre, fotos, ios"
106,125,2,"reserva, estoque futuro, lote","representante, entrega, carrinho"
29,108,2,"detalhamento teste, login, user","distribuição pedidos, vendas distribuição, entrega"
108,119,2,"distribuição pedidos, vendas distribuição, entrega","mestre produção, plano mestre, manufatura plano"
27,108,2,"caixas, aproveitamento, lote","distribuição pedidos, vendas distribuição, entrega"
87,90,2,"fábrica lançamentos, lançamentos apontamento, apontamento ordem","apontamento, web, coletores"
90,116,2,"apontamento, web, coletores","processo, recurso, relatório"
29,120,2,"detalhamento teste, login, user","ivendre, ios, proposta"
23,63,2,"logs, job, tabelas","grafdil, pessoa, franquia"
138,145,2,"faturamento, liberação, encaixotamento","desconto, faturamento, valor"
29,43,2,"detalhamento teste, login, user","link, http, kunden senha"
20,73,2,"carteira, análise, representante","impressora, navegador, impressão"
12,41,2,"manutenção, preventiva, maquina","situação, ocorrida, sobre"
81,99,2,"inspeção, amostragem, aprovação","multitarefa, cep, apontamento"
29,36,2,"detalhamento teste, login, user","embarque, controle, rótulos"
82,144,2,"compras, necessidades, cotação","faturamento, liberação, estabelecimento"
48,145,2,"sobre destaque, aparece venda, precisa habilitar","desconto, faturamento, valor"
53,65,2,"lote mínimo, mínimo compra, qtde","ticket, una, proceso"
78,79,2,"plano produção, projeção, necessidades","reposição, ponto, estoque segurança"
65,82,2,"ticket, una, proceso","compras, necessidades, cotação"
51,128,2,"mail assunto, email, abaixo","schneider, marcio, eunice"
29,128,2,"detalhamento teste, login, user","schneider, marcio, eunice"
65,129,2,"ticket, una, proceso","remessa, industrialização, retorno"
29,116,2,"detalhamento teste, login, user","processo, recurso, relatório"
82,129,2,"compras, necessidades, cotação","remessa, industrialização, retorno"
23,29,2,"logs, job, tabelas","detalhamento teste, login, user"
8,21,2,"doccob, transportadora, conhecimento","utilizado, laboratorial, técnica"
23,38,2,"logs, job, tabelas","moeda, cotação, cotações"
5,69,2,"reg, status notas, filler","arezzo, importação, romaneio"
5,22,2,"reg, status notas, filler","saldo saldo, alterado, prev"
12,112,2,"manutenção, preventiva, maquina","eficiência, eficiencia, recurso"
76,112,2,"qtde, medição, metragem","eficiência, eficiencia, recurso"
58,107,2,"engenharia, estruturação produto, desenvolvimento produto","operações, propriedade, tempo padrão"
8,23,2,"doccob, transportadora, conhecimento","logs, job, tabelas"
90,108,2,"apontamento, web, coletores","distribuição pedidos, vendas distribuição, entrega"
62,91,2,"manutenção industrial, transferência, máquina","localização, estoque, reserva"
12,71,2,"manutenção, preventiva, maquina","fpv, preço venda, cálculo"
12,108,2,"manutenção, preventiva, maquina","distribuição pedidos, vendas distribuição, entrega"
12,56,2,"manutenção, preventiva, maquina","marca, embalagem, conjunto"
12,28,2,"manutenção, preventiva, maquina","medidora, está lendo, barras"
12,50,2,"manutenção, preventiva, maquina","características, categoria, configuração"
100,108,2,"lote, balanceado, quantidade","distribuição pedidos, vendas distribuição, entrega"
142,145,2,"fiscais, notas, fiscal saída","desconto, faturamento, valor"
12,135,2,"manutenção, preventiva, maquina","fornecedor, wagner, nfs"
10,27,2,"bloco, industrialização, parâmetro","caixas, aproveitamento, lote"
66,93,2,"satra, arquivo, ticket","semi, acabado, ofs"
39,95,2,"tablas, schneider, una","sql, movimento, estoque"
65,134,2,"ticket, una, proceso","abastecimento, suprimentos planejamento, materiais"
65,135,2,"ticket, una, proceso","fornecedor, wagner, nfs"
43,69,2,"link, http, kunden senha","arezzo, importação, romaneio"
69,129,2,"arezzo, importação, romaneio","remessa, industrialização, retorno"
33,99,2,"conta contábil, produtos fabricação, geração produtos","multitarefa, cep, apontamento"
88,122,2,"flush, back, baixa","pesagem, compensação, ofs"
30,33,2,"composto, estoque, patch documentação","conta contábil, produtos fabricação, geração produtos"
6,25,2,"senha, user, acesso base","patchs, pegada, frigolaste"
14,29,2,"tag, obrig rejeição, chave acesso","detalhamento teste, login, user"
1,70,1,"nao, dito, deve","custeio, custo, mês"
1,8,1,"nao, dito, deve","doccob, transportadora, conhecimento"
6,51,1,"senha, user, acesso base","mail assunto, email, abaixo"
11,137,1,"ibs, cbs, alíquota","icms, sped, fiscal"
21,125,1,"utilizado, laboratorial, técnica","representante, entrega, carrinho"
57,122,1,"materiais, material, componente","pesagem, compensação, ofs"
20,21,1,"carteira, análise, representante","utilizado, laboratorial, técnica"
23,47,1,"logs, job, tabelas","importação, fiscais, notas"
23,90,1,"logs, job, tabelas","apontamento, web, coletores"
23,86,1,"logs, job, tabelas","medida, unidade, qtde"
36,125,1,"embarque, controle, rótulos","representante, entrega, carrinho"
36,89,1,"embarque, controle, rótulos","rótulo, operação, coletor"
137,143,1,"icms, sped, fiscal","danfe, monitor, fiscais"
130,137,1,"consignação, depósito, operação","icms, sped, fiscal"
62,137,1,"manutenção industrial, transferência, máquina","icms, sped, fiscal"
64,137,1,"produtos fabricação, mês, geração produtos","icms, sped, fiscal"
55,123,1,"conjunto, marca, produto acabado","abastecimento, ofs, consumo"
58,82,1,"engenharia, estruturação produto, desenvolvimento produto","compras, necessidades, cotação"
55,102,1,"conjunto, marca, produto acabado","encerramento, períodos, mês"
51,57,1,"mail assunto, email, abaixo","materiais, material, componente"
50,51,1,"características, categoria, configuração","mail assunto, email, abaixo"
76,82,1,"qtde, medição, metragem","compras, necessidades, cotação"
75,117,1,"select, código, tabela","cartão, emissão, componente"
57,75,1,"materiais, material, componente","select, código, tabela"
50,61,1,"características, categoria, configuração","painel, web, embalagem"
50,57,1,"características, categoria, configuração","materiais, material, componente"
50,94,1,"características, categoria, configuração","vendas, planejamento, distribuição"
29,65,1,"detalhamento teste, login, user","ticket, una, proceso"
64,98,1,"produtos fabricação, mês, geração produtos","ora, mensagem, erro"
25,83,1,"patchs, pegada, frigolaste","pré, recebimento, pre"
90,99,1,"apontamento, web, coletores","multitarefa, cep, apontamento"
78,118,1,"plano produção, projeção, necessidades","planejamento, minutos, turno"
88,95,1,"flush, back, baixa","sql, movimento, estoque"
76,87,1,"qtde, medição, metragem","fábrica lançamentos, lançamentos apontamento, apontamento ordem"
87,109,1,"fábrica lançamentos, lançamentos apontamento, apontamento ordem","cri, inventariado, inventário"
86,100,1,"medida, unidade, qtde","lote, balanceado, quantidade"
80,95,1,"cep, lançamento, controle indicador","sql, movimento, estoque"
28,80,1,"medidora, está lendo, barras","cep, lançamento, controle indicador"
92,95,1,"formula, tinta, materiais","sql, movimento, estoque"
22,25,1,"saldo saldo, alterado, prev","patchs, pegada, frigolaste"
9,22,1,"codex, clipboard, png","saldo saldo, alterado, prev"
14,47,1,"tag, obrig rejeição, chave acesso","importação, fiscais, notas"
86,117,1,"medida, unidade, qtde","cartão, emissão, componente"
86,133,1,"medida, unidade, qtde","requisição, centro custo, baixa"
76,81,1,"qtde, medição, metragem","inspeção, amostragem, aprovação"
28,76,1,"medidora, está lendo, barras","qtde, medição, metragem"
47,108,1,"importação, fiscais, notas","distribuição pedidos, vendas distribuição, entrega"
20,115,1,"carteira, análise, representante","rendimento, custo, listar"
20,134,1,"carteira, análise, representante","abastecimento, suprimentos planejamento, materiais"
70,122,1,"custeio, custo, mês","pesagem, compensação, ofs"
8,95,1,"doccob, transportadora, conhecimento","sql, movimento, estoque"
95,115,1,"sql, movimento, estoque","rendimento, custo, listar"
68,92,1,"custeio, soubach, couro","formula, tinta, materiais"
115,142,1,"rendimento, custo, listar","fiscais, notas, fiscal saída"
71,142,1,"fpv, preço venda, cálculo","fiscais, notas, fiscal saída"
51,76,1,"mail assunto, email, abaixo","qtde, medição, metragem"
86,115,1,"medida, unidade, qtde","rendimento, custo, listar"
76,118,1,"qtde, medição, metragem","planejamento, minutos, turno"
32,98,1,"rótulos, armazenamento, unidades","ora, mensagem, erro"
122,134,1,"pesagem, compensação, ofs","abastecimento, suprimentos planejamento, materiais"
99,117,1,"multitarefa, cep, apontamento","cartão, emissão, componente"
114,122,1,"fabricação, ordem, ordens","pesagem, compensação, ofs"
104,116,1,"apontamento, funcionário, desvio processo","processo, recurso, relatório"
51,104,1,"mail assunto, email, abaixo","apontamento, funcionário, desvio processo"
92,104,1,"formula, tinta, materiais","apontamento, funcionário, desvio processo"
19,75,1,"devolução, cep, evento","select, código, tabela"
75,118,1,"select, código, tabela","planejamento, minutos, turno"
55,115,1,"conjunto, marca, produto acabado","rendimento, custo, listar"
7,51,1,"gera emissão, emissão rótulo, rótulo unidade","mail assunto, email, abaixo"
76,83,1,"qtde, medição, metragem","pré, recebimento, pre"
65,76,1,"ticket, una, proceso","qtde, medição, metragem"
76,138,1,"qtde, medição, metragem","faturamento, liberação, encaixotamento"
18,52,1,"recálculo, custeio, controladoria custos","descritivos técnicos, doc, curtume"
29,91,1,"detalhamento teste, login, user","localização, estoque, reserva"
26,141,1,"aplicar regra, venda documentação, produtos sku","faturamento, rota, liberação pedidos"
26,83,1,"aplicar regra, venda documentação, produtos sku","pré, recebimento, pre"
123,138,1,"abastecimento, ofs, consumo","faturamento, liberação, encaixotamento"
30,123,1,"composto, estoque, patch documentação","abastecimento, ofs, consumo"
92,123,1,"formula, tinta, materiais","abastecimento, ofs, consumo"
100,114,1,"lote, balanceado, quantidade","fabricação, ordem, ordens"
76,100,1,"qtde, medição, metragem","lote, balanceado, quantidade"
72,100,1,"largura, equivocada, duramas","lote, balanceado, quantidade"
88,123,1,"flush, back, baixa","abastecimento, ofs, consumo"
72,109,1,"largura, equivocada, duramas","cri, inventariado, inventário"
68,103,1,"custeio, soubach, couro","fábrica lançamentos, apontamento rótulos, manufatura chão"
68,86,1,"custeio, soubach, couro","medida, unidade, qtde"
33,70,1,"conta contábil, produtos fabricação, geração produtos","custeio, custo, mês"
25,46,1,"patchs, pegada, frigolaste","relatório, resumo produção, apontamento rótulos"
116,133,1,"processo, recurso, relatório","requisição, centro custo, baixa"
26,110,1,"aplicar regra, venda documentação, produtos sku","suprimentos estoque, estoque produto, consulta estoque"
51,102,1,"mail assunto, email, abaixo","encerramento, períodos, mês"
95,130,1,"sql, movimento, estoque","consignação, depósito, operação"
65,68,1,"ticket, una, proceso","custeio, soubach, couro"
64,130,1,"produtos fabricação, mês, geração produtos","consignação, depósito, operação"
64,71,1,"produtos fabricação, mês, geração produtos","fpv, preço venda, cálculo"
33,104,1,"conta contábil, produtos fabricação, geração produtos","apontamento, funcionário, desvio processo"
64,129,1,"produtos fabricação, mês, geração produtos","remessa, industrialização, retorno"
64,93,1,"produtos fabricação, mês, geração produtos","semi, acabado, ofs"
64,86,1,"produtos fabricação, mês, geração produtos","medida, unidade, qtde"
30,110,1,"composto, estoque, patch documentação","suprimentos estoque, estoque produto, consulta estoque"
76,102,1,"qtde, medição, metragem","encerramento, períodos, mês"
87,96,1,"fábrica lançamentos, lançamentos apontamento, apontamento ordem","select, código, sql"
78,102,1,"plano produção, projeção, necessidades","encerramento, períodos, mês"
122,129,1,"pesagem, compensação, ofs","remessa, industrialização, retorno"
75,92,1,"select, código, tabela","formula, tinta, materiais"
82,109,1,"compras, necessidades, cotação","cri, inventariado, inventário"
18,70,1,"recálculo, custeio, controladoria custos","custeio, custo, mês"
143,147,1,"danfe, monitor, fiscais","importação notas, fiscais importação, entrada xml"
16,140,1,"controle embarque, embarque web, fiscais controle","sefaz, receita, notas"
142,144,1,"fiscais, notas, fiscal saída","faturamento, liberação, estabelecimento"
91,127,1,"localização, estoque, reserva","kunden systems, marcio, systems convidado"
65,127,1,"ticket, una, proceso","kunden systems, marcio, systems convidado"
111,143,1,"importação, edi, arquivo","danfe, monitor, fiscais"
8,111,1,"doccob, transportadora, conhecimento","importação, edi, arquivo"
29,136,1,"detalhamento teste, login, user","entrada, chave, smart"
15,40,1,"contra nota, abate, gera contra","carta correção, mail assunto, nfs"
40,95,1,"carta correção, mail assunto, nfs","sql, movimento, estoque"
33,71,1,"conta contábil, produtos fabricação, geração produtos","fpv, preço venda, cálculo"
128,143,1,"schneider, marcio, eunice","danfe, monitor, fiscais"
29,142,1,"detalhamento teste, login, user","fiscais, notas, fiscal saída"
77,140,1,"email, envio, mails","sefaz, receita, notas"
69,140,1,"arezzo, importação, romaneio","sefaz, receita, notas"
43,136,1,"link, http, kunden senha","entrada, chave, smart"
127,143,1,"kunden systems, marcio, systems convidado","danfe, monitor, fiscais"
130,140,1,"consignação, depósito, operação","sefaz, receita, notas"
14,135,1,"tag, obrig rejeição, chave acesso","fornecedor, wagner, nfs"
70,133,1,"custeio, custo, mês","requisição, centro custo, baixa"
83,134,1,"pré, recebimento, pre","abastecimento, suprimentos planejamento, materiais"
79,110,1,"reposição, ponto, estoque segurança","suprimentos estoque, estoque produto, consulta estoque"
18,134,1,"recálculo, custeio, controladoria custos","abastecimento, suprimentos planejamento, materiais"
115,137,1,"rendimento, custo, listar","icms, sped, fiscal"
104,133,1,"apontamento, funcionário, desvio processo","requisição, centro custo, baixa"
60,90,1,"armazenagem, local, lotes","apontamento, web, coletores"
60,67,1,"armazenagem, local, lotes","rotulo, ler, caixa"
97,133,1,"planejamento, ofs, planos","requisição, centro custo, baixa"
30,133,1,"composto, estoque, patch documentação","requisição, centro custo, baixa"
61,123,1,"painel, web, embalagem","abastecimento, ofs, consumo"
61,89,1,"painel, web, embalagem","rótulo, operação, coletor"
130,138,1,"consignação, depósito, operação","faturamento, liberação, encaixotamento"
120,145,1,"ivendre, ios, proposta","desconto, faturamento, valor"
59,144,1,"romaneio, saída, faturamento","faturamento, liberação, estabelecimento"
34,95,1,"labelli, pegada, estava","sql, movimento, estoque"
16,147,1,"controle embarque, embarque web, fiscais controle","importação notas, fiscais importação, entrada xml"
16,146,1,"controle embarque, embarque web, fiscais controle","recebimento notas, fiscal, suprimentos recebimento"
36,90,1,"embarque, controle, rótulos","apontamento, web, coletores"
4,108,1,"pdv, caixa, kunden","distribuição pedidos, vendas distribuição, entrega"
