cluster_a,cluster_b,links,keywords_a,keywords_b
84,116,2,"sql, código, select","consignação, depósito, operação"
50,109,2,"custeio, couro, produto pronto","ticket, proceso, producción"
31,83,2,"conta contábil, produtos fabricação, geração produtos","cep, lançamento, controle indicador"
98,101,2,"suprimentos compras, compra alteração, compras compra","suprimentos estoque, estoque lançamentos, estoque produto"
114,137,2,"flush, back, baixa","centro custo, requisição, baixa"
84,99,2,"sql, código, select","qtde, medição, metragem"
48,69,2,"produtos fabricação, geração produtos, fabricação quando","select, tabela, empresa"
143,148,2,"monitor, danfe, fiscais","importação notas, xml, fiscais importação"
65,129,2,"ora, consolidar, bolsas operaciones","entrada, chave, nfs"
9,130,2,"doccob, transportadora, conemb","schneider, marcio, reni"
95,129,2,"arezzo, importação, rótulos","entrada, chave, nfs"
29,129,2,"detalhamento teste, login, user","entrada, chave, nfs"
11,148,2,"contra nota, abate, condena","importação notas, xml, fiscais importação"
130,143,2,"schneider, marcio, reni","monitor, danfe, fiscais"
104,129,2,"operações, propriedade, tempo","entrada, chave, nfs"
22,129,2,"devolução, cep, evento","entrada, chave, nfs"
29,42,2,"detalhamento teste, login, user","conjunto, marca, embalagem"
19,79,2,"cnpj, pessoas, jurídicas","email, envio, configuração"
99,128,2,"qtde, medição, metragem","crédito, risco, analise"
32,65,2,"recálculo, custeio, controladoria custos","ora, consolidar, bolsas operaciones"
50,115,2,"custeio, couro, produto pronto","planejamento, ofs, planos"
29,84,2,"detalhamento teste, login, user","sql, código, select"
100,122,2,"cri, inventariado, inventário","abastecimento, ofs, materiais"
97,137,2,"compras, necessidades, mrp","centro custo, requisição, baixa"
84,149,2,"sql, código, select","faturamento, liberação, estabelecimento"
35,150,2,"rótulos, armazenamento, unidades","faturamento, rota, liberação pedidos"
145,150,2,"desconto, valor, liquido","faturamento, rota, liberação pedidos"
134,150,2,"encaixotamento liberação, talões, faturamento","faturamento, rota, liberação pedidos"
16,148,2,"controle embarque, embarque web, fiscais controle","importação notas, xml, fiscais importação"
45,134,2,"embarque, controle, rótulos","encaixotamento liberação, talões, faturamento"
45,96,2,"embarque, controle, rótulos","instrução, embarque, cancelamento saldo"
22,116,2,"devolução, cep, evento","consignação, depósito, operação"
123,146,2,"distribuição pedidos, entrega, vendas distribuição","fiscais, notas, fiscal saída"
33,146,2,"manutenção industrial, transferência, máquina","fiscais, notas, fiscal saída"
62,144,2,"carta correção, mail assunto, nfs","sefaz, receita, nfs"
98,146,2,"suprimentos compras, compra alteração, compras compra","fiscais, notas, fiscal saída"
29,68,2,"detalhamento teste, login, user","ora, into kunden, null into"
81,135,2,"descritivos técnicos, doc, relatório emissões","remessa, industrialização, retorno"
109,115,2,"ticket, proceso, producción","planejamento, ofs, planos"
65,115,2,"ora, consolidar, bolsas operaciones","planejamento, ofs, planos"
69,136,2,"select, tabela, empresa","abastecimento, suprimentos planejamento, materiais"
133,139,2,"planejamento, minutos, recurso","mestre produção, plano mestre, manufatura plano"
21,115,2,"labelli, pegada, vocês","planejamento, ofs, planos"
68,111,2,"ora, into kunden, null into","semi, acabado, ofs"
26,69,2,"saldo saldo, alterado, prev","select, tabela, empresa"
61,80,2,"relatório plano, plano mestre, mestre produção","assunto, mail, marcio"
70,95,2,"rotulo, ler, caixa","arezzo, importação, rótulos"
17,18,2,"dígitos, ean, contentor","gtin, ean, txt"
18,95,2,"gtin, ean, txt","arezzo, importação, rótulos"
18,150,2,"gtin, ean, txt","faturamento, rota, liberação pedidos"
120,123,2,"cartão, emissão, componente","distribuição pedidos, entrega, vendas distribuição"
35,120,2,"rótulos, armazenamento, unidades","cartão, emissão, componente"
99,120,2,"qtde, medição, metragem","cartão, emissão, componente"
34,38,2,"corrugado, rótulos, encaixotamento","assunto alteração, alteração ficha, material"
38,44,2,"assunto alteração, alteração ficha, material","engenharia, estruturação produto, desenvolvimento produto"
42,87,2,"conjunto, marca, embalagem","reposição, ponto, estoque segurança"
52,87,2,"custeio, custo, mês","reposição, ponto, estoque segurança"
51,70,2,"medidora, barras, está lendo","rotulo, ler, caixa"
67,71,2,"etiqueta, emissão, unidade produto","impressora, navegador, impressão"
67,108,2,"etiqueta, emissão, unidade produto","importação, edi, arquivo"
102,134,2,"rótulo, operação, coletor","encaixotamento liberação, talões, faturamento"
51,135,2,"medidora, barras, está lendo","remessa, industrialização, retorno"
74,102,2,"controle acesso, aplicar ajuste, aplicação participará","rótulo, operação, coletor"
102,125,2,"rótulo, operação, coletor","representante, entrega, preços"
27,44,2,"insumo, liq, prod","engenharia, estruturação produto, desenvolvimento produto"
81,140,2,"descritivos técnicos, doc, relatório emissões","plano mestre, mestre produção, relatório plano"
80,123,2,"assunto, mail, marcio","distribuição pedidos, entrega, vendas distribuição"
35,44,2,"rótulos, armazenamento, unidades","engenharia, estruturação produto, desenvolvimento produto"
35,123,2,"rótulos, armazenamento, unidades","distribuição pedidos, entrega, vendas distribuição"
35,68,2,"rótulos, armazenamento, unidades","ora, into kunden, null into"
68,112,2,"ora, into kunden, null into","apontamento, fábrica lançamentos, talão"
31,137,2,"conta contábil, produtos fabricação, geração produtos","centro custo, requisição, baixa"
89,126,2,"flex, vendas, saldo","desconto, comissão, regra"
88,89,2,"pré, recebimento, pre","flex, vendas, saldo"
53,100,2,"painel, web, frigolaste","cri, inventariado, inventário"
100,107,2,"cri, inventariado, inventário","apontamento, web, coletores"
11,83,2,"contra nota, abate, condena","cep, lançamento, controle indicador"
11,22,2,"contra nota, abate, condena","devolução, cep, evento"
16,150,2,"controle embarque, embarque web, fiscais controle","faturamento, rota, liberação pedidos"
53,92,2,"painel, web, frigolaste","planejamento vendas, cota, carcaça"
49,55,2,"etiqueta, embalagem, painel","painel, web, abate"
49,137,2,"etiqueta, embalagem, painel","centro custo, requisição, baixa"
46,54,2,"armazenagem, local, locais","painel embalagem, embalagem web, web painel"
17,85,2,"dígitos, ean, contentor","lotes, painel, fracionar"
100,105,2,"cri, inventariado, inventário","estoque, reserva, localização"
85,112,2,"lotes, painel, fracionar","apontamento, fábrica lançamentos, talão"
85,105,2,"lotes, painel, fracionar","estoque, reserva, localização"
20,122,2,"carteira, análise, relatório","abastecimento, ofs, materiais"
15,21,2,"manutenção, preventiva, maquina","labelli, pegada, vocês"
11,99,2,"contra nota, abate, condena","qtde, medição, metragem"
114,135,2,"flush, back, baixa","remessa, industrialização, retorno"
58,88,2,"preço venda, cálculo, fpv","pré, recebimento, pre"
28,57,2,"cotação, moeda, cotações","calculo, fpv, tarifas"
56,72,2,"fpv, temporada, custo","ocorrida, sobre, situação"
29,56,2,"detalhamento teste, login, user","fpv, temporada, custo"
58,110,2,"preço venda, cálculo, fpv","formula, tinta, acabamento"
111,123,2,"semi, acabado, ofs","distribuição pedidos, entrega, vendas distribuição"
123,150,2,"distribuição pedidos, entrega, vendas distribuição","faturamento, rota, liberação pedidos"
100,123,2,"cri, inventariado, inventário","distribuição pedidos, entrega, vendas distribuição"
47,108,2,"rentabilidade, inicialização, venda","importação, edi, arquivo"
16,96,2,"controle embarque, embarque web, fiscais controle","instrução, embarque, cancelamento saldo"
96,134,2,"instrução, embarque, cancelamento saldo","encaixotamento liberação, talões, faturamento"
92,125,2,"planejamento vendas, cota, carcaça","representante, entrega, preços"
42,126,2,"conjunto, marca, embalagem","desconto, comissão, regra"
20,21,2,"carteira, análise, relatório","labelli, pegada, vocês"
84,123,2,"sql, código, select","distribuição pedidos, entrega, vendas distribuição"
97,123,2,"compras, necessidades, mrp","distribuição pedidos, entrega, vendas distribuição"
123,145,2,"distribuição pedidos, entrega, vendas distribuição","desconto, valor, liquido"
107,119,2,"apontamento, web, coletores","processo, recurso, relatório"
68,114,2,"ora, into kunden, null into","flush, back, baixa"
29,125,2,"detalhamento teste, login, user","representante, entrega, preços"
34,125,2,"corrugado, rótulos, encaixotamento","representante, entrega, preços"
101,131,2,"suprimentos estoque, estoque lançamentos, estoque produto","ivendre, ios, valor mínimo"
20,125,2,"carteira, análise, relatório","representante, entrega, preços"
20,145,2,"carteira, análise, relatório","desconto, valor, liquido"
82,118,2,"inspeção, amostragem, cep","multitarefa, cep, apontamento"
55,80,2,"painel, web, abate","assunto, mail, marcio"
47,128,2,"rentabilidade, inicialização, venda","crédito, risco, analise"
29,128,2,"detalhamento teste, login, user","crédito, risco, analise"
97,149,2,"compras, necessidades, mrp","faturamento, liberação, estabelecimento"
39,61,2,"pegada, patchs, frigolaste","relatório plano, plano mestre, mestre produção"
63,145,2,"preço, ecommerce, precisa habilitar","desconto, valor, liquido"
64,109,2,"lote mínimo, mínimo compra, qtde","ticket, proceso, producción"
89,124,2,"flex, vendas, saldo","distribuição pedidos, markup, pedidos venda"
64,122,2,"lote mínimo, mínimo compra, qtde","abastecimento, ofs, materiais"
78,87,2,"plano produção, entrega, planos","reposição, ponto, estoque segurança"
62,79,2,"carta correção, mail assunto, nfs","email, envio, configuração"
58,98,2,"preço venda, cálculo, fpv","suprimentos compras, compra alteração, compras compra"
87,98,2,"reposição, ponto, estoque segurança","suprimentos compras, compra alteração, compras compra"
64,98,2,"lote mínimo, mínimo compra, qtde","suprimentos compras, compra alteração, compras compra"
69,87,2,"select, tabela, empresa","reposição, ponto, estoque segurança"
37,87,2,"grade, variação, tamanhos","reposição, ponto, estoque segurança"
94,108,2,"conversão, fator, fornecedor","importação, edi, arquivo"
109,135,2,"ticket, proceso, producción","remessa, industrialização, retorno"
59,80,2,"romaneio, saída, faturamento","assunto, mail, marcio"
119,133,2,"processo, recurso, relatório","planejamento, minutos, recurso"
24,29,2,"logs, job, tabelas","detalhamento teste, login, user"
69,97,2,"select, tabela, empresa","compras, necessidades, mrp"
24,28,2,"logs, job, tabelas","cotação, moeda, cotações"
5,95,2,"reg, status notas, brancos","arezzo, importação, rótulos"
5,26,2,"reg, status notas, brancos","saldo saldo, alterado, prev"
60,80,2,"grafdil, pessoa, franquia","assunto, mail, marcio"
15,127,2,"manutenção, preventiva, maquina","eficiência, eficiencia, recurso"
99,127,2,"qtde, medição, metragem","eficiência, eficiencia, recurso"
44,104,2,"engenharia, estruturação produto, desenvolvimento produto","operações, propriedade, tempo"
66,72,2,"link, http, kunden senha","ocorrida, sobre, situação"
103,115,2,"ora, mensagem, erro","planejamento, ofs, planos"
28,51,2,"cotação, moeda, cotações","medidora, barras, está lendo"
107,123,2,"apontamento, web, coletores","distribuição pedidos, entrega, vendas distribuição"
15,124,2,"manutenção, preventiva, maquina","distribuição pedidos, markup, pedidos venda"
15,42,2,"manutenção, preventiva, maquina","conjunto, marca, embalagem"
40,75,2,"aplicar regra, venda documentação, estrutura comercial","topificação utilizar, utilizar modelo, modelo topificação"
15,51,2,"manutenção, preventiva, maquina","medidora, barras, está lendo"
15,36,2,"manutenção, preventiva, maquina","características, categoria, configuração"
41,123,2,"lote, balanceado, quantidade","distribuição pedidos, entrega, vendas distribuição"
15,91,2,"manutenção, preventiva, maquina","fornecedor, wagner, nfs"
8,25,2,"bloco, industrialização, compra","caixas, aproveitamento, lote"
23,111,2,"satra, arquivo, ticket","semi, acabado, ofs"
91,109,2,"fornecedor, wagner, nfs","ticket, proceso, producción"
72,95,2,"ocorrida, sobre, situação","arezzo, importação, rótulos"
66,95,2,"link, http, kunden senha","arezzo, importação, rótulos"
31,118,2,"conta contábil, produtos fabricação, geração produtos","multitarefa, cep, apontamento"
6,39,2,"user, senha, acesso base","pegada, patchs, frigolaste"
29,66,2,"detalhamento teste, login, user","link, http, kunden senha"
13,29,2,"tag, obrig rejeição, chave acesso","detalhamento teste, login, user"
24,72,2,"logs, job, tabelas","ocorrida, sobre, situação"
93,116,1,"encerramento, estoque, períodos","consignação, depósito, operação"
1,52,1,"nao, dito, transcricao","custeio, custo, mês"
1,9,1,"nao, dito, transcricao","doccob, transportadora, conemb"
6,80,1,"user, senha, acesso base","assunto, mail, marcio"
9,57,1,"doccob, transportadora, conemb","calculo, fpv, tarifas"
24,106,1,"logs, job, tabelas","medida, unidade, primária"
45,126,1,"embarque, controle, rótulos","desconto, comissão, regra"
45,102,1,"embarque, controle, rótulos","rótulo, operação, coletor"
65,120,1,"ora, consolidar, bolsas operaciones","cartão, emissão, componente"
44,94,1,"engenharia, estruturação produto, desenvolvimento produto","conversão, fator, fornecedor"
36,90,1,"características, categoria, configuração","rendimento, custo, listar"
42,93,1,"conjunto, marca, embalagem","encerramento, estoque, períodos"
36,80,1,"características, categoria, configuração","assunto, mail, marcio"
43,57,1,"materiais, material, componente","calculo, fpv, tarifas"
38,63,1,"assunto alteração, alteração ficha, material","preço, ecommerce, precisa habilitar"
94,99,1,"conversão, fator, fornecedor","qtde, medição, metragem"
69,120,1,"select, tabela, empresa","cartão, emissão, componente"
43,69,1,"materiais, material, componente","select, tabela, empresa"
36,37,1,"características, categoria, configuração","grade, variação, tamanhos"
36,43,1,"características, categoria, configuração","materiais, material, componente"
36,89,1,"características, categoria, configuração","flex, vendas, saldo"
48,103,1,"produtos fabricação, geração produtos, fabricação quando","ora, mensagem, erro"
40,88,1,"aplicar regra, venda documentação, estrutura comercial","pré, recebimento, pre"
84,114,1,"sql, código, select","flush, back, baixa"
99,112,1,"qtde, medição, metragem","apontamento, fábrica lançamentos, talão"
103,113,1,"ora, mensagem, erro","fabricação talão, talão lote, apontamento ordem"
103,112,1,"ora, mensagem, erro","apontamento, fábrica lançamentos, talão"
21,78,1,"labelli, pegada, vocês","plano produção, entrega, planos"
29,112,1,"detalhamento teste, login, user","apontamento, fábrica lançamentos, talão"
100,112,1,"cri, inventariado, inventário","apontamento, fábrica lançamentos, talão"
41,106,1,"lote, balanceado, quantidade","medida, unidade, primária"
83,84,1,"cep, lançamento, controle indicador","sql, código, select"
51,112,1,"medidora, barras, está lendo","apontamento, fábrica lançamentos, talão"
84,110,1,"sql, código, select","formula, tinta, acabamento"
26,39,1,"saldo saldo, alterado, prev","pegada, patchs, frigolaste"
10,26,1,"codex clipboard, png, tecnica","saldo saldo, alterado, prev"
13,73,1,"tag, obrig rejeição, chave acesso","relatório, fiscal, gera nota"
110,115,1,"formula, tinta, acabamento","planejamento, ofs, planos"
106,120,1,"medida, unidade, primária","cartão, emissão, componente"
82,99,1,"inspeção, amostragem, cep","qtde, medição, metragem"
51,99,1,"medidora, barras, está lendo","qtde, medição, metragem"
80,90,1,"assunto, mail, marcio","rendimento, custo, listar"
73,123,1,"relatório, fiscal, gera nota","distribuição pedidos, entrega, vendas distribuição"
88,130,1,"pré, recebimento, pre","schneider, marcio, reni"
88,122,1,"pré, recebimento, pre","abastecimento, ofs, materiais"
20,44,1,"carteira, análise, relatório","engenharia, estruturação produto, desenvolvimento produto"
9,84,1,"doccob, transportadora, conemb","sql, código, select"
84,90,1,"sql, código, select","rendimento, custo, listar"
90,146,1,"rendimento, custo, listar","fiscais, notas, fiscal saída"
58,146,1,"preço venda, cálculo, fpv","fiscais, notas, fiscal saída"
90,106,1,"rendimento, custo, listar","medida, unidade, primária"
99,133,1,"qtde, medição, metragem","planejamento, minutos, recurso"
35,103,1,"rótulos, armazenamento, unidades","ora, mensagem, erro"
118,120,1,"multitarefa, cep, apontamento","cartão, emissão, componente"
122,133,1,"abastecimento, ofs, materiais","planejamento, minutos, recurso"
119,135,1,"processo, recurso, relatório","remessa, industrialização, retorno"
117,135,1,"apontamento, fábrica lançamentos, desvio","remessa, industrialização, retorno"
83,117,1,"cep, lançamento, controle indicador","apontamento, fábrica lançamentos, desvio"
22,69,1,"devolução, cep, evento","select, tabela, empresa"
69,133,1,"select, tabela, empresa","planejamento, minutos, recurso"
42,90,1,"conjunto, marca, embalagem","rendimento, custo, listar"
7,80,1,"gera emissão, emissão rótulo, rótulo unidade","assunto, mail, marcio"
88,99,1,"pré, recebimento, pre","qtde, medição, metragem"
99,134,1,"qtde, medição, metragem","encaixotamento liberação, talões, faturamento"
32,81,1,"recálculo, custeio, controladoria custos","descritivos técnicos, doc, relatório emissões"
23,90,1,"satra, arquivo, ticket","rendimento, custo, listar"
141,146,1,"retorno, industrialização deposito, depósito","fiscais, notas, fiscal saída"
7,73,1,"gera emissão, emissão rótulo, rótulo unidade","relatório, fiscal, gera nota"
136,150,1,"abastecimento, suprimentos planejamento, materiais","faturamento, rota, liberação pedidos"
122,134,1,"abastecimento, ofs, materiais","encaixotamento liberação, talões, faturamento"
34,115,1,"corrugado, rótulos, encaixotamento","planejamento, ofs, planos"
37,111,1,"grade, variação, tamanhos","semi, acabado, ofs"
37,58,1,"grade, variação, tamanhos","preço venda, cálculo, fpv"
37,135,1,"grade, variação, tamanhos","remessa, industrialização, retorno"
84,115,1,"sql, código, select","planejamento, ofs, planos"
41,42,1,"lote, balanceado, quantidade","conjunto, marca, embalagem"
41,97,1,"lote, balanceado, quantidade","compras, necessidades, mrp"
41,110,1,"lote, balanceado, quantidade","formula, tinta, acabamento"
111,138,1,"semi, acabado, ofs","plano mestre, mestre produção, planejamento"
69,139,1,"select, tabela, empresa","mestre produção, plano mestre, manufatura plano"
50,117,1,"custeio, couro, produto pronto","apontamento, fábrica lançamentos, desvio"
50,106,1,"custeio, couro, produto pronto","medida, unidade, primária"
31,52,1,"conta contábil, produtos fabricação, geração produtos","custeio, custo, mês"
39,73,1,"pegada, patchs, frigolaste","relatório, fiscal, gera nota"
119,137,1,"processo, recurso, relatório","centro custo, requisição, baixa"
80,93,1,"assunto, mail, marcio","encerramento, estoque, períodos"
40,101,1,"aplicar regra, venda documentação, estrutura comercial","suprimentos estoque, estoque lançamentos, estoque produto"
31,136,1,"conta contábil, produtos fabricação, geração produtos","abastecimento, suprimentos planejamento, materiais"
31,117,1,"conta contábil, produtos fabricação, geração produtos","apontamento, fábrica lançamentos, desvio"
48,135,1,"produtos fabricação, geração produtos, fabricação quando","remessa, industrialização, retorno"
48,111,1,"produtos fabricação, geração produtos, fabricação quando","semi, acabado, ofs"
48,106,1,"produtos fabricação, geração produtos, fabricação quando","medida, unidade, primária"
101,123,1,"suprimentos estoque, estoque lançamentos, estoque produto","distribuição pedidos, entrega, vendas distribuição"
69,80,1,"select, tabela, empresa","assunto, mail, marcio"
136,139,1,"abastecimento, suprimentos planejamento, materiais","mestre produção, plano mestre, manufatura plano"
84,122,1,"sql, código, select","abastecimento, ofs, materiais"
135,136,1,"remessa, industrialização, retorno","abastecimento, suprimentos planejamento, materiais"
109,130,1,"ticket, proceso, producción","schneider, marcio, reni"
9,108,1,"doccob, transportadora, conemb","importação, edi, arquivo"
11,62,1,"contra nota, abate, condena","carta correção, mail assunto, nfs"
62,84,1,"carta correção, mail assunto, nfs","sql, código, select"
31,56,1,"conta contábil, produtos fabricação, geração produtos","fpv, temporada, custo"
29,146,1,"detalhamento teste, login, user","fiscais, notas, fiscal saída"
143,144,1,"monitor, danfe, fiscais","sefaz, receita, nfs"
80,129,1,"assunto, mail, marcio","entrada, chave, nfs"
116,144,1,"consignação, depósito, operação","sefaz, receita, nfs"
52,137,1,"custeio, custo, mês","centro custo, requisição, baixa"
87,101,1,"reposição, ponto, estoque segurança","suprimentos estoque, estoque lançamentos, estoque produto"
52,80,1,"custeio, custo, mês","assunto, mail, marcio"
50,122,1,"custeio, couro, produto pronto","abastecimento, ofs, materiais"
32,136,1,"recálculo, custeio, controladoria custos","abastecimento, suprimentos planejamento, materiais"
46,101,1,"armazenagem, local, locais","suprimentos estoque, estoque lançamentos, estoque produto"
46,107,1,"armazenagem, local, locais","apontamento, web, coletores"
43,137,1,"materiais, material, componente","centro custo, requisição, baixa"
103,122,1,"ora, mensagem, erro","abastecimento, ofs, materiais"
49,122,1,"etiqueta, embalagem, painel","abastecimento, ofs, materiais"
46,102,1,"armazenagem, local, locais","rótulo, operação, coletor"
54,102,1,"painel embalagem, embalagem web, web painel","rótulo, operação, coletor"
116,134,1,"consignação, depósito, operação","encaixotamento liberação, talões, faturamento"
131,145,1,"ivendre, ios, valor mínimo","desconto, valor, liquido"
59,149,1,"romaneio, saída, faturamento","faturamento, liberação, estabelecimento"
46,116,1,"armazenagem, local, locais","consignação, depósito, operação"
45,107,1,"embarque, controle, rótulos","apontamento, web, coletores"
63,129,1,"preço, ecommerce, precisa habilitar","entrada, chave, nfs"
93,99,1,"encerramento, estoque, períodos","qtde, medição, metragem"
45,59,1,"embarque, controle, rótulos","romaneio, saída, faturamento"
129,147,1,"entrada, chave, nfs","recebimento notas, fiscal entrada, suprimentos recebimento"
144,148,1,"sefaz, receita, nfs","importação notas, xml, fiscais importação"
114,130,1,"flush, back, baixa","schneider, marcio, reni"
130,141,1,"schneider, marcio, reni","retorno, industrialização deposito, depósito"
148,149,1,"importação notas, xml, fiscais importação","faturamento, liberação, estabelecimento"
82,109,1,"inspeção, amostragem, cep","ticket, proceso, producción"
64,84,1,"lote mínimo, mínimo compra, qtde","sql, código, select"
82,147,1,"inspeção, amostragem, cep","recebimento notas, fiscal entrada, suprimentos recebimento"
17,51,1,"dígitos, ean, contentor","medidora, barras, está lendo"
45,144,1,"embarque, controle, rótulos","sefaz, receita, nfs"
135,144,1,"remessa, industrialização, retorno","sefaz, receita, nfs"
33,144,1,"manutenção industrial, transferência, máquina","sefaz, receita, nfs"
13,144,1,"tag, obrig rejeição, chave acesso","sefaz, receita, nfs"
29,144,1,"detalhamento teste, login, user","sefaz, receita, nfs"
14,146,1,"alíquota, ibs, cbs","fiscais, notas, fiscal saída"
129,148,1,"entrada, chave, nfs","importação notas, xml, fiscais importação"
88,135,1,"pré, recebimento, pre","remessa, industrialização, retorno"
31,68,1,"conta contábil, produtos fabricação, geração produtos","ora, into kunden, null into"
20,150,1,"carteira, análise, relatório","faturamento, rota, liberação pedidos"
20,80,1,"carteira, análise, relatório","assunto, mail, marcio"
20,31,1,"carteira, análise, relatório","conta contábil, produtos fabricação, geração produtos"
20,81,1,"carteira, análise, relatório","descritivos técnicos, doc, relatório emissões"
35,59,1,"rótulos, armazenamento, unidades","romaneio, saída, faturamento"
59,146,1,"romaneio, saída, faturamento","fiscais, notas, fiscal saída"
91,105,1,"fornecedor, wagner, nfs","estoque, reserva, localização"
46,70,1,"armazenagem, local, locais","rotulo, ler, caixa"
59,99,1,"romaneio, saída, faturamento","qtde, medição, metragem"
80,95,1,"assunto, mail, marcio","arezzo, importação, rótulos"
71,130,1,"impressora, navegador, impressão","schneider, marcio, reni"
100,135,1,"cri, inventariado, inventário","remessa, industrialização, retorno"
142,147,1,"retorno remessa, recebimento, industrialização","recebimento notas, fiscal entrada, suprimentos recebimento"
48,115,1,"produtos fabricação, geração produtos, fabricação quando","planejamento, ofs, planos"
104,115,1,"operações, propriedade, tempo","planejamento, ofs, planos"
109,133,1,"ticket, proceso, producción","planejamento, minutos, recurso"
92,115,1,"planejamento vendas, cota, carcaça","planejamento, ofs, planos"
72,115,1,"ocorrida, sobre, situação","planejamento, ofs, planos"
115,135,1,"planejamento, ofs, planos","remessa, industrialização, retorno"
41,133,1,"lote, balanceado, quantidade","planejamento, minutos, recurso"
80,119,1,"assunto, mail, marcio","processo, recurso, relatório"
64,133,1,"lote mínimo, mínimo compra, qtde","planejamento, minutos, recurso"
115,139,1,"planejamento, ofs, planos","mestre produção, plano mestre, manufatura plano"
21,87,1,"labelli, pegada, vocês","reposição, ponto, estoque segurança"
21,96,1,"labelli, pegada, vocês","instrução, embarque, cancelamento saldo"
138,140,1,"plano mestre, mestre produção, planejamento","plano mestre, mestre produção, relatório plano"
119,138,1,"processo, recurso, relatório","plano mestre, mestre produção, planejamento"
133,140,1,"planejamento, minutos, recurso","plano mestre, mestre produção, relatório plano"
110,136,1,"formula, tinta, acabamento","abastecimento, suprimentos planejamento, materiais"
68,118,1,"ora, into kunden, null into","multitarefa, cep, apontamento"
72,114,1,"ocorrida, sobre, situação","flush, back, baixa"
111,139,1,"semi, acabado, ofs","mestre produção, plano mestre, manufatura plano"
11,150,1,"contra nota, abate, condena","faturamento, rota, liberação pedidos"
42,120,1,"conjunto, marca, embalagem","cartão, emissão, componente"
34,43,1,"corrugado, rótulos, encaixotamento","materiais, material, componente"
72,73,1,"ocorrida, sobre, situação","relatório, fiscal, gera nota"
17,70,1,"dígitos, ean, contentor","rotulo, ler, caixa"
18,130,1,"gtin, ean, txt","schneider, marcio, reni"
95,130,1,"arezzo, importação, rótulos","schneider, marcio, reni"
17,72,1,"dígitos, ean, contentor","ocorrida, sobre, situação"
17,26,1,"dígitos, ean, contentor","saldo saldo, alterado, prev"
17,102,1,"dígitos, ean, contentor","rótulo, operação, coletor"
80,110,1,"assunto, mail, marcio","formula, tinta, acabamento"
112,120,1,"apontamento, fábrica lançamentos, talão","cartão, emissão, componente"
113,120,1,"fabricação talão, talão lote, apontamento ordem","cartão, emissão, componente"
42,111,1,"conjunto, marca, embalagem","semi, acabado, ofs"
42,122,1,"conjunto, marca, embalagem","abastecimento, ofs, materiais"
37,42,1,"grade, variação, tamanhos","conjunto, marca, embalagem"
42,95,1,"conjunto, marca, embalagem","arezzo, importação, rótulos"
38,58,1,"assunto alteração, alteração ficha, material","preço venda, cálculo, fpv"
64,97,1,"lote mínimo, mínimo compra, qtde","compras, necessidades, mrp"
70,120,1,"rotulo, ler, caixa","cartão, emissão, componente"
111,115,1,"semi, acabado, ofs","planejamento, ofs, planos"
72,133,1,"ocorrida, sobre, situação","planejamento, minutos, recurso"
72,122,1,"ocorrida, sobre, situação","abastecimento, ofs, materiais"
115,122,1,"planejamento, ofs, planos","abastecimento, ofs, materiais"
43,110,1,"materiais, material, componente","formula, tinta, acabamento"
102,108,1,"rótulo, operação, coletor","importação, edi, arquivo"
78,137,1,"plano produção, entrega, planos","centro custo, requisição, baixa"
97,133,1,"compras, necessidades, mrp","planejamento, minutos, recurso"
20,140,1,"carteira, análise, relatório","plano mestre, mestre produção, relatório plano"
80,102,1,"assunto, mail, marcio","rótulo, operação, coletor"
120,150,1,"cartão, emissão, componente","faturamento, rota, liberação pedidos"
52,99,1,"custeio, custo, mês","qtde, medição, metragem"
115,136,1,"planejamento, ofs, planos","abastecimento, suprimentos planejamento, materiais"
99,115,1,"qtde, medição, metragem","planejamento, ofs, planos"
34,101,1,"corrugado, rótulos, encaixotamento","suprimentos estoque, estoque lançamentos, estoque produto"
35,149,1,"rótulos, armazenamento, unidades","faturamento, liberação, estabelecimento"
35,98,1,"rótulos, armazenamento, unidades","suprimentos compras, compra alteração, compras compra"
35,137,1,"rótulos, armazenamento, unidades","centro custo, requisição, baixa"
35,139,1,"rótulos, armazenamento, unidades","mestre produção, plano mestre, manufatura plano"
34,74,1,"corrugado, rótulos, encaixotamento","controle acesso, aplicar ajuste, aplicação participará"
37,68,1,"grade, variação, tamanhos","ora, into kunden, null into"
7,35,1,"gera emissão, emissão rótulo, rótulo unidade","rótulos, armazenamento, unidades"
44,131,1,"engenharia, estruturação produto, desenvolvimento produto","ivendre, ios, valor mínimo"
46,100,1,"armazenagem, local, locais","cri, inventariado, inventário"
120,136,1,"cartão, emissão, componente","abastecimento, suprimentos planejamento, materiais"
29,89,1,"detalhamento teste, login, user","flex, vendas, saldo"
11,118,1,"contra nota, abate, condena","multitarefa, cep, apontamento"
49,119,1,"etiqueta, embalagem, painel","processo, recurso, relatório"
49,123,1,"etiqueta, embalagem, painel","distribuição pedidos, entrega, vendas distribuição"
27,54,1,"insumo, liq, prod","painel embalagem, embalagem web, web painel"
17,49,1,"dígitos, ean, contentor","etiqueta, embalagem, painel"
46,49,1,"armazenagem, local, locais","etiqueta, embalagem, painel"
85,116,1,"lotes, painel, fracionar","consignação, depósito, operação"
96,105,1,"instrução, embarque, cancelamento saldo","estoque, reserva, localização"
49,53,1,"etiqueta, embalagem, painel","painel, web, frigolaste"
64,85,1,"lote mínimo, mínimo compra, qtde","lotes, painel, fracionar"
24,89,1,"logs, job, tabelas","flex, vendas, saldo"
