cluster_a,cluster_b,links,keywords_a,keywords_b
21,92,1,"labelli, pegada, vocês","planejamento vendas, cota, carcaça"
21,86,1,"labelli, pegada, vocês","estoque futuro, localização, produção estoque"
21,89,1,"labelli, pegada, vocês","flex, vendas, saldo"
21,80,1,"labelli, pegada, vocês","assunto, mail, marcio"
20,87,1,"carteira, análise, relatório","reposição, ponto, estoque segurança"
58,89,1,"preço venda, cálculo, fpv","flex, vendas, saldo"
21,124,1,"labelli, pegada, vocês","distribuição pedidos, markup, pedidos venda"
21,145,1,"labelli, pegada, vocês","desconto, valor, liquido"
21,62,1,"labelli, pegada, vocês","carta correção, mail assunto, nfs"
21,52,1,"labelli, pegada, vocês","custeio, custo, mês"
21,108,1,"labelli, pegada, vocês","importação, edi, arquivo"
22,72,1,"devolução, cep, evento","ocorrida, sobre, situação"
22,80,1,"devolução, cep, evento","assunto, mail, marcio"
110,114,1,"formula, tinta, acabamento","flush, back, baixa"
57,111,1,"calculo, fpv, tarifas","semi, acabado, ofs"
40,58,1,"aplicar regra, venda documentação, estrutura comercial","preço venda, cálculo, fpv"
56,78,1,"fpv, temporada, custo","plano produção, entrega, planos"
58,108,1,"preço venda, cálculo, fpv","importação, edi, arquivo"
51,57,1,"medidora, barras, está lendo","calculo, fpv, tarifas"
56,62,1,"fpv, temporada, custo","carta correção, mail assunto, nfs"
52,58,1,"custeio, custo, mês","preço venda, cálculo, fpv"
57,110,1,"calculo, fpv, tarifas","formula, tinta, acabamento"
58,80,1,"preço venda, cálculo, fpv","assunto, mail, marcio"
42,57,1,"conjunto, marca, embalagem","calculo, fpv, tarifas"
57,63,1,"calculo, fpv, tarifas","preço, ecommerce, precisa habilitar"
32,58,1,"recálculo, custeio, controladoria custos","preço venda, cálculo, fpv"
29,102,1,"detalhamento teste, login, user","rótulo, operação, coletor"
64,96,1,"lote mínimo, mínimo compra, qtde","instrução, embarque, cancelamento saldo"
96,101,1,"instrução, embarque, cancelamento saldo","suprimentos estoque, estoque lançamentos, estoque produto"
84,96,1,"sql, código, select","instrução, embarque, cancelamento saldo"
58,123,1,"preço venda, cálculo, fpv","distribuição pedidos, entrega, vendas distribuição"
25,67,1,"caixas, aproveitamento, lote","etiqueta, emissão, unidade produto"
103,118,1,"ora, mensagem, erro","multitarefa, cep, apontamento"
51,72,1,"medidora, barras, está lendo","ocorrida, sobre, situação"
51,71,1,"medidora, barras, está lendo","impressora, navegador, impressão"
21,103,1,"labelli, pegada, vocês","ora, mensagem, erro"
21,95,1,"labelli, pegada, vocês","arezzo, importação, rótulos"
36,108,1,"características, categoria, configuração","importação, edi, arquivo"
84,91,1,"sql, código, select","fornecedor, wagner, nfs"
31,91,1,"conta contábil, produtos fabricação, geração produtos","fornecedor, wagner, nfs"
29,78,1,"detalhamento teste, login, user","plano produção, entrega, planos"
78,96,1,"plano produção, entrega, planos","instrução, embarque, cancelamento saldo"
80,96,1,"assunto, mail, marcio","instrução, embarque, cancelamento saldo"
108,131,1,"importação, edi, arquivo","ivendre, ios, valor mínimo"
79,121,1,"email, envio, configuração","ivendre, fotos, ios"
125,149,1,"representante, entrega, preços","faturamento, liberação, estabelecimento"
8,42,1,"bloco, industrialização, compra","conjunto, marca, embalagem"
120,131,1,"cartão, emissão, componente","ivendre, ios, valor mínimo"
29,123,1,"detalhamento teste, login, user","distribuição pedidos, entrega, vendas distribuição"
47,145,1,"rentabilidade, inicialização, venda","desconto, valor, liquido"
43,135,1,"materiais, material, componente","remessa, industrialização, retorno"
98,128,1,"suprimentos compras, compra alteração, compras compra","crédito, risco, analise"
20,128,1,"carteira, análise, relatório","crédito, risco, analise"
64,123,1,"lote mínimo, mínimo compra, qtde","distribuição pedidos, entrega, vendas distribuição"
123,149,1,"distribuição pedidos, entrega, vendas distribuição","faturamento, liberação, estabelecimento"
44,67,1,"engenharia, estruturação produto, desenvolvimento produto","etiqueta, emissão, unidade produto"
78,130,1,"plano produção, entrega, planos","schneider, marcio, reni"
78,125,1,"plano produção, entrega, planos","representante, entrega, preços"
78,104,1,"plano produção, entrega, planos","operações, propriedade, tempo"
105,128,1,"estoque, reserva, localização","crédito, risco, analise"
20,58,1,"carteira, análise, relatório","preço venda, cálculo, fpv"
123,139,1,"distribuição pedidos, entrega, vendas distribuição","mestre produção, plano mestre, manufatura plano"
121,126,1,"ivendre, fotos, ios","desconto, comissão, regra"
121,125,1,"ivendre, fotos, ios","representante, entrega, preços"
99,107,1,"qtde, medição, metragem","apontamento, web, coletores"
26,68,1,"saldo saldo, alterado, prev","ora, into kunden, null into"
99,130,1,"qtde, medição, metragem","schneider, marcio, reni"
102,107,1,"rótulo, operação, coletor","apontamento, web, coletores"
89,125,1,"flex, vendas, saldo","representante, entrega, preços"
79,125,1,"email, envio, configuração","representante, entrega, preços"
6,121,1,"user, senha, acesso base","ivendre, fotos, ios"
60,66,1,"grafdil, pessoa, franquia","link, http, kunden senha"
80,131,1,"assunto, mail, marcio","ivendre, ios, valor mínimo"
20,134,1,"carteira, análise, relatório","encaixotamento liberação, talões, faturamento"
20,101,1,"carteira, análise, relatório","suprimentos estoque, estoque lançamentos, estoque produto"
44,123,1,"engenharia, estruturação produto, desenvolvimento produto","distribuição pedidos, entrega, vendas distribuição"
20,49,1,"carteira, análise, relatório","etiqueta, embalagem, painel"
6,66,1,"user, senha, acesso base","link, http, kunden senha"
15,72,1,"manutenção, preventiva, maquina","ocorrida, sobre, situação"
40,44,1,"aplicar regra, venda documentação, estrutura comercial","engenharia, estruturação produto, desenvolvimento produto"
82,133,1,"inspeção, amostragem, cep","planejamento, minutos, recurso"
82,104,1,"inspeção, amostragem, cep","operações, propriedade, tempo"
82,107,1,"inspeção, amostragem, cep","apontamento, web, coletores"
60,107,1,"grafdil, pessoa, franquia","apontamento, web, coletores"
45,53,1,"embarque, controle, rótulos","painel, web, frigolaste"
16,25,1,"controle embarque, embarque web, fiscais controle","caixas, aproveitamento, lote"
45,70,1,"embarque, controle, rótulos","rotulo, ler, caixa"
29,45,1,"detalhamento teste, login, user","embarque, controle, rótulos"
48,85,1,"produtos fabricação, geração produtos, fabricação quando","lotes, painel, fracionar"
53,55,1,"painel, web, frigolaste","painel, web, abate"
70,85,1,"rotulo, ler, caixa","lotes, painel, fracionar"
78,85,1,"plano produção, entrega, planos","lotes, painel, fracionar"
60,128,1,"grafdil, pessoa, franquia","crédito, risco, analise"
60,84,1,"grafdil, pessoa, franquia","sql, código, select"
47,58,1,"rentabilidade, inicialização, venda","preço venda, cálculo, fpv"
64,126,1,"lote mínimo, mínimo compra, qtde","desconto, comissão, regra"
40,63,1,"aplicar regra, venda documentação, estrutura comercial","preço, ecommerce, precisa habilitar"
131,149,1,"ivendre, ios, valor mínimo","faturamento, liberação, estabelecimento"
44,149,1,"engenharia, estruturação produto, desenvolvimento produto","faturamento, liberação, estabelecimento"
92,97,1,"planejamento vendas, cota, carcaça","compras, necessidades, mrp"
29,92,1,"detalhamento teste, login, user","planejamento vendas, cota, carcaça"
92,105,1,"planejamento vendas, cota, carcaça","estoque, reserva, localização"
92,121,1,"planejamento vendas, cota, carcaça","ivendre, fotos, ios"
42,109,1,"conjunto, marca, embalagem","ticket, proceso, producción"
89,123,1,"flex, vendas, saldo","distribuição pedidos, entrega, vendas distribuição"
89,146,1,"flex, vendas, saldo","fiscais, notas, fiscal saída"
20,98,1,"carteira, análise, relatório","suprimentos compras, compra alteração, compras compra"
64,79,1,"lote mínimo, mínimo compra, qtde","email, envio, configuração"
58,94,1,"preço venda, cálculo, fpv","conversão, fator, fornecedor"
79,95,1,"email, envio, configuração","arezzo, importação, rótulos"
98,124,1,"suprimentos compras, compra alteração, compras compra","distribuição pedidos, markup, pedidos venda"
94,109,1,"conversão, fator, fornecedor","ticket, proceso, producción"
47,149,1,"rentabilidade, inicialização, venda","faturamento, liberação, estabelecimento"
94,123,1,"conversão, fator, fornecedor","distribuição pedidos, entrega, vendas distribuição"
79,105,1,"email, envio, configuração","estoque, reserva, localização"
64,139,1,"lote mínimo, mínimo compra, qtde","mestre produção, plano mestre, manufatura plano"
34,84,1,"corrugado, rótulos, encaixotamento","sql, código, select"
86,103,1,"estoque futuro, localização, produção estoque","ora, mensagem, erro"
87,97,1,"reposição, ponto, estoque segurança","compras, necessidades, mrp"
68,138,1,"ora, into kunden, null into","plano mestre, mestre produção, planejamento"
68,105,1,"ora, into kunden, null into","estoque, reserva, localização"
42,68,1,"conjunto, marca, embalagem","ora, into kunden, null into"
87,100,1,"reposição, ponto, estoque segurança","cri, inventariado, inventário"
88,105,1,"pré, recebimento, pre","estoque, reserva, localização"
98,136,1,"suprimentos compras, compra alteração, compras compra","abastecimento, suprimentos planejamento, materiais"
88,94,1,"pré, recebimento, pre","conversão, fator, fornecedor"
93,136,1,"encerramento, estoque, períodos","abastecimento, suprimentos planejamento, materiais"
80,87,1,"assunto, mail, marcio","reposição, ponto, estoque segurança"
81,87,1,"descritivos técnicos, doc, relatório emissões","reposição, ponto, estoque segurança"
78,122,1,"plano produção, entrega, planos","abastecimento, ofs, materiais"
16,123,1,"controle embarque, embarque web, fiscais controle","distribuição pedidos, entrega, vendas distribuição"
80,140,1,"assunto, mail, marcio","plano mestre, mestre produção, relatório plano"
124,138,1,"distribuição pedidos, markup, pedidos venda","plano mestre, mestre produção, planejamento"
63,64,1,"preço, ecommerce, precisa habilitar","lote mínimo, mínimo compra, qtde"
69,98,1,"select, tabela, empresa","suprimentos compras, compra alteração, compras compra"
102,135,1,"rótulo, operação, coletor","remessa, industrialização, retorno"
135,149,1,"remessa, industrialização, retorno","faturamento, liberação, estabelecimento"
93,109,1,"encerramento, estoque, períodos","ticket, proceso, producción"
8,135,1,"bloco, industrialização, compra","remessa, industrialização, retorno"
8,103,1,"bloco, industrialização, compra","ora, mensagem, erro"
79,100,1,"email, envio, configuração","cri, inventariado, inventário"
4,24,1,"pdv, caixa, kunden","logs, job, tabelas"
15,87,1,"manutenção, preventiva, maquina","reposição, ponto, estoque segurança"
68,84,1,"ora, into kunden, null into","sql, código, select"
36,84,1,"características, categoria, configuração","sql, código, select"
32,94,1,"recálculo, custeio, controladoria custos","conversão, fator, fornecedor"
22,105,1,"devolução, cep, evento","estoque, reserva, localização"
24,108,1,"logs, job, tabelas","importação, edi, arquivo"
24,124,1,"logs, job, tabelas","distribuição pedidos, markup, pedidos venda"
24,48,1,"logs, job, tabelas","produtos fabricação, geração produtos, fabricação quando"
24,37,1,"logs, job, tabelas","grade, variação, tamanhos"
28,107,1,"cotação, moeda, cotações","apontamento, web, coletores"
28,98,1,"cotação, moeda, cotações","suprimentos compras, compra alteração, compras compra"
5,30,1,"reg, status notas, brancos","composto, documentação processos, transferência"
9,19,1,"doccob, transportadora, conemb","cnpj, pessoas, jurídicas"
24,129,1,"logs, job, tabelas","entrada, chave, nfs"
24,103,1,"logs, job, tabelas","ora, mensagem, erro"
69,75,1,"select, tabela, empresa","topificação utilizar, utilizar modelo, modelo topificação"
15,69,1,"manutenção, preventiva, maquina","select, tabela, empresa"
19,60,1,"cnpj, pessoas, jurídicas","grafdil, pessoa, franquia"
19,56,1,"cnpj, pessoas, jurídicas","fpv, temporada, custo"
19,130,1,"cnpj, pessoas, jurídicas","schneider, marcio, reni"
40,120,1,"aplicar regra, venda documentação, estrutura comercial","cartão, emissão, componente"
40,124,1,"aplicar regra, venda documentação, estrutura comercial","distribuição pedidos, markup, pedidos venda"
55,127,1,"painel, web, abate","eficiência, eficiencia, recurso"
48,84,1,"produtos fabricação, geração produtos, fabricação quando","sql, código, select"
95,104,1,"arezzo, importação, rótulos","operações, propriedade, tempo"
104,137,1,"operações, propriedade, tempo","centro custo, requisição, baixa"
84,118,1,"sql, código, select","multitarefa, cep, apontamento"
103,107,1,"ora, mensagem, erro","apontamento, web, coletores"
7,51,1,"gera emissão, emissão rótulo, rótulo unidade","medidora, barras, está lendo"
51,103,1,"medidora, barras, está lendo","ora, mensagem, erro"
29,131,1,"detalhamento teste, login, user","ivendre, ios, valor mínimo"
99,103,1,"qtde, medição, metragem","ora, mensagem, erro"
79,103,1,"email, envio, configuração","ora, mensagem, erro"
60,68,1,"grafdil, pessoa, franquia","ora, into kunden, null into"
68,109,1,"ora, into kunden, null into","ticket, proceso, producción"
65,68,1,"ora, consolidar, bolsas operaciones","ora, into kunden, null into"
23,24,1,"satra, arquivo, ticket","logs, job, tabelas"
84,103,1,"sql, código, select","ora, mensagem, erro"
23,29,1,"satra, arquivo, ticket","detalhamento teste, login, user"
23,95,1,"satra, arquivo, ticket","arezzo, importação, rótulos"
9,143,1,"doccob, transportadora, conemb","monitor, danfe, fiscais"
2,9,1,"revisão, painel, fracionamento","doccob, transportadora, conemb"
9,99,1,"doccob, transportadora, conemb","qtde, medição, metragem"
29,108,1,"detalhamento teste, login, user","importação, edi, arquivo"
98,108,1,"suprimentos compras, compra alteração, compras compra","importação, edi, arquivo"
9,106,1,"doccob, transportadora, conemb","medida, unidade, primária"
26,109,1,"saldo saldo, alterado, prev","ticket, proceso, producción"
107,136,1,"apontamento, web, coletores","abastecimento, suprimentos planejamento, materiais"
49,107,1,"etiqueta, embalagem, painel","apontamento, web, coletores"
68,107,1,"ora, into kunden, null into","apontamento, web, coletores"
101,107,1,"suprimentos estoque, estoque lançamentos, estoque produto","apontamento, web, coletores"
80,83,1,"assunto, mail, marcio","cep, lançamento, controle indicador"
52,119,1,"custeio, custo, mês","processo, recurso, relatório"
22,120,1,"devolução, cep, evento","cartão, emissão, componente"
22,118,1,"devolução, cep, evento","multitarefa, cep, apontamento"
15,75,1,"manutenção, preventiva, maquina","topificação utilizar, utilizar modelo, modelo topificação"
15,99,1,"manutenção, preventiva, maquina","qtde, medição, metragem"
2,26,1,"revisão, painel, fracionamento","saldo saldo, alterado, prev"
15,26,1,"manutenção, preventiva, maquina","saldo saldo, alterado, prev"
26,105,1,"saldo saldo, alterado, prev","estoque, reserva, localização"
15,19,1,"manutenção, preventiva, maquina","cnpj, pessoas, jurídicas"
15,117,1,"manutenção, preventiva, maquina","apontamento, fábrica lançamentos, desvio"
103,111,1,"ora, mensagem, erro","semi, acabado, ofs"
33,84,1,"manutenção industrial, transferência, máquina","sql, código, select"
15,106,1,"manutenção, preventiva, maquina","medida, unidade, primária"
15,58,1,"manutenção, preventiva, maquina","preço venda, cálculo, fpv"
15,112,1,"manutenção, preventiva, maquina","apontamento, fábrica lançamentos, talão"
20,48,1,"carteira, análise, relatório","produtos fabricação, geração produtos, fabricação quando"
20,69,1,"carteira, análise, relatório","select, tabela, empresa"
20,103,1,"carteira, análise, relatório","ora, mensagem, erro"
66,81,1,"link, http, kunden senha","descritivos técnicos, doc, relatório emissões"
91,99,1,"fornecedor, wagner, nfs","qtde, medição, metragem"
84,150,1,"sql, código, select","faturamento, rota, liberação pedidos"
25,123,1,"caixas, aproveitamento, lote","distribuição pedidos, entrega, vendas distribuição"
8,98,1,"bloco, industrialização, compra","suprimentos compras, compra alteração, compras compra"
34,92,1,"corrugado, rótulos, encaixotamento","planejamento vendas, cota, carcaça"
91,96,1,"fornecedor, wagner, nfs","instrução, embarque, cancelamento saldo"
35,41,1,"rótulos, armazenamento, unidades","lote, balanceado, quantidade"
20,52,1,"carteira, análise, relatório","custeio, custo, mês"
52,90,1,"custeio, custo, mês","rendimento, custo, listar"
20,32,1,"carteira, análise, relatório","recálculo, custeio, controladoria custos"
21,109,1,"labelli, pegada, vocês","ticket, proceso, producción"
2,23,1,"revisão, painel, fracionamento","satra, arquivo, ticket"
23,136,1,"satra, arquivo, ticket","abastecimento, suprimentos planejamento, materiais"
23,99,1,"satra, arquivo, ticket","qtde, medição, metragem"
109,110,1,"ticket, proceso, producción","formula, tinta, acabamento"
23,43,1,"satra, arquivo, ticket","materiais, material, componente"
23,110,1,"satra, arquivo, ticket","formula, tinta, acabamento"
48,109,1,"produtos fabricação, geração produtos, fabricação quando","ticket, proceso, producción"
30,41,1,"composto, documentação processos, transferência","lote, balanceado, quantidade"
72,109,1,"ocorrida, sobre, situação","ticket, proceso, producción"
25,108,1,"caixas, aproveitamento, lote","importação, edi, arquivo"
109,111,1,"ticket, proceso, producción","semi, acabado, ofs"
59,120,1,"romaneio, saída, faturamento","cartão, emissão, componente"
95,135,1,"arezzo, importação, rótulos","remessa, industrialização, retorno"
78,95,1,"plano produção, entrega, planos","arezzo, importação, rótulos"
95,128,1,"arezzo, importação, rótulos","crédito, risco, analise"
68,95,1,"ora, into kunden, null into","arezzo, importação, rótulos"
95,108,1,"arezzo, importação, rótulos","importação, edi, arquivo"
95,143,1,"arezzo, importação, rótulos","monitor, danfe, fiscais"
50,118,1,"custeio, couro, produto pronto","multitarefa, cep, apontamento"
50,134,1,"custeio, couro, produto pronto","encaixotamento liberação, talões, faturamento"
31,50,1,"conta contábil, produtos fabricação, geração produtos","custeio, couro, produto pronto"
53,83,1,"painel, web, frigolaste","cep, lançamento, controle indicador"
53,124,1,"painel, web, frigolaste","distribuição pedidos, markup, pedidos venda"
83,108,1,"cep, lançamento, controle indicador","importação, edi, arquivo"
68,139,1,"ora, into kunden, null into","mestre produção, plano mestre, manufatura plano"
6,131,1,"user, senha, acesso base","ivendre, ios, valor mínimo"
66,101,1,"link, http, kunden senha","suprimentos estoque, estoque lançamentos, estoque produto"
29,120,1,"detalhamento teste, login, user","cartão, emissão, componente"
14,26,1,"alíquota, ibs, cbs","saldo saldo, alterado, prev"
12,26,1,"cbs, ibs, monofásica","saldo saldo, alterado, prev"
14,29,1,"alíquota, ibs, cbs","detalhamento teste, login, user"
29,147,1,"detalhamento teste, login, user","recebimento notas, fiscal entrada, suprimentos recebimento"
9,29,1,"doccob, transportadora, conemb","detalhamento teste, login, user"
29,35,1,"detalhamento teste, login, user","rótulos, armazenamento, unidades"
29,85,1,"detalhamento teste, login, user","lotes, painel, fracionar"
29,107,1,"detalhamento teste, login, user","apontamento, web, coletores"
29,130,1,"detalhamento teste, login, user","schneider, marcio, reni"
75,123,1,"topificação utilizar, utilizar modelo, modelo topificação","distribuição pedidos, entrega, vendas distribuição"
27,80,1,"insumo, liq, prod","assunto, mail, marcio"
24,75,1,"logs, job, tabelas","topificação utilizar, utilizar modelo, modelo topificação"
9,28,1,"doccob, transportadora, conemb","cotação, moeda, cotações"
45,46,1,"embarque, controle, rótulos","armazenagem, local, locais"
21,29,1,"labelli, pegada, vocês","detalhamento teste, login, user"
