program;description;menu name;type;auto description (for reference)
ESTO103;;Relatório Posição de Estoque por SKU/Lote - BRISA;Relatório;ESTO103 – Relatório Posição de Estoque por SKU/Lote - BRISA. Tipo: Relatório. Variações no menu: Gera Nota Fiscal Abastecimento Materiais - Remessa Industrialização.
ADMI99;;Regras Tributação ICMS Produtos Importados;Programa;ADMI99 – Regras Tributação ICMS Produtos Importados. Tipo: Programa. Documentos: Regras Tributação ICMS Produtos Importados – ADMI99.
FATU25;;Gera Notas Fiscais - EDI;Programa;FATU25 – Gera Notas Fiscais - EDI. Tipo: Programa.
ESTO47;;Relatório Materiais não Apropriados por OF;Programa;ESTO47 – Relatório Materiais não Apropriados por OF. Tipo: Programa. Documentos: Relatório Materiais Não Apropriados por OF - ESTO47.
ESTO125;;Relatório Posição de Estoque Detalhado (Relatório Novo) - MCM;Programa;ESTO125 – Relatório Posição de Estoque Detalhado (Relatório Novo) - MCM. Tipo: Programa. Variações no menu: Relatório Posição de Estoque Detalhado (Relatório Novo). Documentos: Relatório Posição de Estoque Detalhado – ESTO125.
ESTO43;;Relatório Posição Estoque por Identificação;Relatório;ESTO43 – Relatório Posição Estoque por Identificação. Tipo: Relatório. Variações no menu: Relatório Posição Estoque por Empresa com Custo.
ESTO107;;Requisição Informada - Múltiplo;Programa;ESTO107 – Requisição Informada - Múltiplo. Tipo: Programa. Documentos: Requisição Informada – Múltiplo – ESTO107.
ESTO101;;Lançamento de Saída de Rótulo para Local de Armazenagem.;Programa;ESTO101 – Lançamento de Saída de Rótulo para Local de Armazenagem.. Tipo: Programa.
ESTO98;;Relatório Rótulos Local de Armazenagem;Relatório;ESTO98 – Relatório Rótulos Local de Armazenagem. Tipo: Relatório.
ESTO146;;Relatório;Relatório;"ESTO146 – Relatório. Tipo: Relatório. Variações no menu: Relatório de Transferência entre Localizações; Relatório Transferência entre Localizações - Múltiplos Produtos."
FATU164;;Emissão Minuta;Relatório;FATU164 – Emissão Minuta. Tipo: Relatório.
FATU24;;Emissão Rótulos com Documento Fiscal;Programa;"FATU24 – Emissão Rótulos com Documento Fiscal. Tipo: Programa. Variações no menu: Emissão Rótulos com Documento Fiscal - TERMOTEXTIL; Emissão Rótulos com Documento Fiscal - Gráfico Matricial; Emissão Rótulos com Documento Fiscal - TERMOFLEX; Emissão Rótulo pela NF - BRASPRESS - Etiqueta - Só COD BARRAS. Documentos: Emissão Rótulos com Documento Fiscal – FATU24."
PEDI81;;Liberação Pedidos Faturamento - Agil - Loc;Programa;"PEDI81 – Liberação Pedidos Faturamento - Agil - Loc. Tipo: Programa. Variações no menu: Liberação Pedidos Faturamento - Agil - Loc 11 Estab 3; Liberação Pedidos Faturamento - Agil - Loc 2 Estab 1; Liberação Pedidos Faturamento - Agil - Estab 115; Liberação Pedidos Faturamento - ESTAB 713100. Documentos: Liberação Pedidos Faturamento por Agrupamento – PEDI81."
RECE28;;Gera Contra Nota Fiscal de Entrada;Programa;RECE28 – Gera Contra Nota Fiscal de Entrada. Tipo: Programa.
FATU127;;Retorno de Quarteirização.;Programa;FATU127 – Retorno de Quarteirização.. Tipo: Programa. Variações no menu: 09= Retorno de Quarteirização. **JS-Quarteirização.
RECE46;;Recebimento de Remessa;Programa;"RECE46 – Recebimento de Remessa. Tipo: Programa. Variações no menu: Recebimento de Remessa Quarteirização - Estabelecimento mesmo grupo; Recebimento de Remessa Industrialização - Estabelecimento mesmo grupo; 11= Recebimento de Remessa Quarteirização - Estab.grupo **JS_QUARTEIRIZAÇÃO-BA; 03= Recebimento de Remessa Quarteirização - Estab.grupo **JS_QUARTEIRIZAÇÃO-LC."
FATU45;;Relatório Pré-Venda;Relatório;"FATU45 – Relatório Pré-Venda. Tipo: Relatório. Variações no menu: Relatório Romaneio Notas Fiscais; Romaneio Pegada; Rotulo."
FATU166;;Relatório Romaneio Notas Fiscais;Relatório;FATU166 – Relatório Romaneio Notas Fiscais. Tipo: Relatório.
CFAB9;;Emissão de Talão (1 PROCESSO) - Malu;Programa;"CFAB9 – Emissão de Talão (1 PROCESSO) - Malu. Tipo: Programa. Variações no menu: Emissão de Talão (1 PROCESSO) (Termotransferência); Emissão de Talão (1 PROCESSO); Emissão de Talão (1 PROCESSO) - Malu Planejamento; 4 Emissão de Talão (1 PROCESSO) - (AW)."
MPSP39;;Plano Mestre de Produção por Modelo O.F. (+PROCESSOS);Relatório;MPSP39 – Plano Mestre de Produção por Modelo O.F. (+PROCESSOS). Tipo: Relatório. Variações no menu: Relatório Plano Mestre de Produção por modelo O.F(+Processos).
CFAB53;;Emissão Cartão Componente;Relatório;CFAB53 – Emissão Cartão Componente. Tipo: Relatório. Variações no menu: Emissão Cartão Componente por Pedido Compra.
CFAB121;;Emissão Cartão Componente;Relatório;CFAB121 – Emissão Cartão Componente. Tipo: Relatório.
CFAB122;;Configuração de Campos dos Programas;Programa;CFAB122 – Configuração de Campos dos Programas. Tipo: Programa. Variações no menu: Emissão Cartão Componente.
CFAB62;;Emissão;Relatório;"CFAB62 – Emissão. Tipo: Relatório. Variações no menu: Emissão Lote; Emissão Cartão Componente; Emissão de Lote."
ADMI82;;Liberação Código EAN;Programa;ADMI82 – Liberação Código EAN. Tipo: Programa.
EPRO68;;Configuração de Alteração da Lista de Materiais;Programa;EPRO68 – Configuração de Alteração da Lista de Materiais. Tipo: Programa. Documentos: Configuração de Alteração da Lista de Materiais – EPRO68.
CFAB155;;CFAB155;Relatório;CFAB155 – CFAB155. Tipo: Relatório.
PEDI15;;Consulta Reserva Venda Estoque Futuro no;Programa;"PEDI15 – Consulta Reserva Venda Estoque Futuro no. Tipo: Programa. Variações no menu: Consulta Reserva Venda Estoque Futuro no Pedido de Compra; Consulta Reserva Venda Estoque Futuro no Lote Produção. Termos frequentes: reserva passará, xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx, exibida. Documentos: Liberação Lote Produção Estoque para Venda Estoque Futuro - MPSP20; Rotina Estoque Futuro Brisa_e Geral."
MPSP15;;MPS;Programa;MPSP15 – MPS. Tipo: Programa. Documentos: MPS – MPSP15.
CFAB45;;Plano de Corte;Relatório;"CFAB45 – Plano de Corte. Tipo: Relatório. Variações no menu: Plano de Corte HKZ; Plano de Corte - PEGADA - Sem OF; Plano de Corte - PEGADA; Plano de Corte ORIGINAL."
MPSP83;;Posição de Saldos por Plano e Cliente - AKS;Programa;MPSP83 – Posição de Saldos por Plano e Cliente - AKS. Tipo: Programa. Termos frequentes: status amostra, excel nos anexos, ordem crescente. Documentos: Posição de Saldos por Plano e Cliente – MPSP83.
CFAB118;;Controle Produção/Faturamento de Pedidos;Programa;CFAB118 – Controle Produção/Faturamento de Pedidos. Tipo: Programa. Documentos: Relatório Controle Produção Faturamento de Pedidos - CFAB118.
PREC31;;Meta por Produto e Recurso;Programa;PREC31 – Meta por Produto e Recurso. Tipo: Programa. Documentos: Meta por Produto e Recurso - PREC31.
EPRO81;;Relatório de Produtos - T&A;Programa;EPRO81 – Relatório de Produtos - T&A. Tipo: Programa. Documentos: Relatório de Produtos, Class Fiscal e Codigos EAN – EPRO81.
EPRO111;;Relatório Estrutura de Produto c/ Pesos e Percentual de Perda;Programa;EPRO111 – Relatório Estrutura de Produto c/ Pesos e Percentual de Perda. Tipo: Programa. Documentos: Relatório Estrutura de Produto com Pesos e Percentual de Perda-EPRO111.
MPSP55;;Relatório Pedidos Venda e LEs c/ dados de Abastecimento, Produção e Faturamento;Relatório;MPSP55 – Relatório Pedidos Venda e LEs c/ dados de Abastecimento, Produção e Faturamento. Tipo: Relatório.
CEXC52;;Plano Mestre de Produção;Relatório;CEXC52 – Plano Mestre de Produção. Tipo: Relatório.
MPSP76;;Relatório Plano Mestre de Produção por Grupos de Planos de Produção;Relatório;MPSP76 – Relatório Plano Mestre de Produção por Grupos de Planos de Produção. Tipo: Relatório. Documentos: Relatório Plano Mestre de Produção por Grupos de Planos de Produção - MPSP74 – MPSP76.
MPSP69;;Relatório Plano Mestre de Produção por Modelo - Recurso (NOVO);Programa;MPSP69 – Relatório Plano Mestre de Produção por Modelo - Recurso (NOVO). Tipo: Programa. Documentos: Relatório Plano Mestre de Produção por Modelo – Recurso – MPSP69.
MPSP29;;Plano Mestre de Produção por Modelo;Relatório;MPSP29 – Plano Mestre de Produção por Modelo. Tipo: Relatório.
CFAB115;;Relatório Produção Diário;Relatório;CFAB115 – Relatório Produção Diário. Tipo: Relatório. Variações no menu: Relatório Lista quantidades Primária e Secundária.
EPRO71;;Relatório Produto - Estoque e Consumo - Excel;Programa;EPRO71 – Relatório Produto - Estoque e Consumo - Excel. Tipo: Programa. Documentos: Relatório Produto - Estoque e Consumo – Excel – EPRO71.
FATU132;;FATU132;Relatório;FATU132 – FATU132. Tipo: Relatório.
EPRO66;;Variação de Consumo / Preços;Programa;EPRO66 – Variação de Consumo / Preços. Tipo: Programa. Termos frequentes: variación de consumo. Documentos: Variação de Consumo_Preços – EPRO66.
VEND28;;Flex Tst;Programa;VEND28 – Flex Tst. Tipo: Programa. Termos frequentes: controle de flexibilidade. Documentos: Relatório Controle de Flexibilidade de Vendas – VEND28.
ADMI250;;Conexões;Programa;ADMI250 – Conexões. Tipo: Programa.
ADMI27;;Contratos;Programa;ADMI27 – Contratos. Tipo: Programa.
MIND17;;Gera Contrato de Empréstimo;Programa;MIND17 – Gera Contrato de Empréstimo. Tipo: Programa.
PEDI75;;Alteração Tipo Entrega Produzir a Reservar Estoque;Programa;PEDI75 – Alteração Tipo Entrega Produzir a Reservar Estoque. Tipo: Programa. Documentos: Alteração Tipo Entrega Produzir a Reservar Estoque – PEDI75.
PEDI66;;Cancelamento Reserva de Semi-Acabado/em Plano de Produção;Programa;PEDI66 – Cancelamento Reserva de Semi-Acabado/em Plano de Produção. Tipo: Programa. Documentos: Cancelamento Reserva de Semi-Acabado_em Plano de Produção – PEDI66.
PEDI72;;Configurador de Pedidos por Empresa;Programa;PEDI72 – Configurador de Pedidos por Empresa. Tipo: Programa. Documentos: Configurador de Pedidos por Empresa – PEDI72.
PEDI149;;Cópia de Pedido de Venda Detalhado;Programa;PEDI149 – Cópia de Pedido de Venda Detalhado. Tipo: Programa. Documentos: Cópia de Pedido de Venda Detalhado – PEDI149.
PEDI131;;Log Importação Pedidos de Venda - EDI (LTZ);Relatório;PEDI131 – Log Importação Pedidos de Venda - EDI (LTZ). Tipo: Relatório.
PEDI152;;Etiqueta MCM;Relatório;PEDI152 – Etiqueta MCM. Tipo: Relatório.
PEDI69;;Emissão Etiqueta Henrich PDV;Relatório;PEDI69 – Emissão Etiqueta Henrich PDV. Tipo: Relatório.
PEDI86;;Emissão do Talão;Relatório;PEDI86 – Emissão do Talão. Tipo: Relatório.
COMP29;;Relatório Plano de Necessidades de Compras por Plano de Produção;Relatório;COMP29 – Relatório Plano de Necessidades de Compras por Plano de Produção. Tipo: Relatório.
PEDI10;;Relatório Materiais X Pedidos;Programa;PEDI10 – Relatório Materiais X Pedidos. Tipo: Programa. Documentos: Relatório Materiais X Pedidos-PEDI10.
PEDI116;;Relatório Pedidos Prontos para Faturar;Relatório;PEDI116 – Relatório Pedidos Prontos para Faturar. Tipo: Relatório.
VEND103;;Relatório Resumo Vendas e Estoque;Programa;VEND103 – Relatório Resumo Vendas e Estoque. Tipo: Programa. Documentos: Relatório Resumo Vendas e Estoque - VEND103.
CPRO13;;Classificação de Inspeção;Programa;CPRO13 – Classificação de Inspeção. Tipo: Programa.
CPRO14;;Grupo de Inspeção;Programa;CPRO14 – Grupo de Inspeção. Tipo: Programa.
ADMI23;;Licenças;Programa;ADMI23 – Licenças. Tipo: Programa. Documentos: Licenças – ADMI23.
CREC62;;Relatório Notas de Débito;Programa;CREC62 – Relatório Notas de Débito. Tipo: Programa.
VEND15;;Relatório Demonstrativo Comissões;Programa;VEND15 – Relatório Demonstrativo Comissões. Tipo: Programa. Variações no menu: Relatório Demonstrativo Comissões (Provisão).
CREC7;;Relatório Lançamentos;Programa;CREC7 – Relatório Lançamentos. Tipo: Programa. Variações no menu: Relatório Lançamentos (Base Cálculo Comissão).
VEND108;;Relatório Planejamento Materiais Diário(NOVO) - VEND108;Relatório;VEND108 – Relatório Planejamento Materiais Diário(NOVO) - VEND108. Tipo: Relatório.
COMP12;;Consulta Pedidos de Compra;Programa;COMP12 – Consulta Pedidos de Compra. Tipo: Programa. Documentos: Consulta Pedidos de Compra – COMP12.
COMP20;;Pedido de Compra - Exportação;Relatório;COMP20 – Pedido de Compra - Exportação. Tipo: Relatório.
TERC20;;Categoria;Programa;TERC20 – Categoria. Tipo: Programa.
TERC15;;Relatório de Pagamento à Ateliers;Relatório;"TERC15 – Relatório de Pagamento à Ateliers. Tipo: Relatório. Variações no menu: Relatório de Pagamento à Ateliers Detalhado; Relatório de Pagamento à Ateliers Resumido."
ADMI254;;Configuração de Autenticação de Email;Programa;ADMI254 – Configuração de Autenticação de Email. Tipo: Programa.
ADMI71;;Importação Pessoa Fisíca/Juridica;Programa;ADMI71 – Importação Pessoa Fisíca/Juridica. Tipo: Programa. Termos frequentes: pessoas importadas. Documentos: Importação Pessoa Fisíca Juridica - ADMI71.
PREC16;;Relatório;Programa;"PREC16 – Relatório. Tipo: Programa. Variações no menu: Relatório Eficiência Diária; Relatório Produtividade Diária. Documentos: Relatório Eficiência Diária – PREC16."
ADMI97;;Notas Fiscais de Frete;Programa;ADMI97 – Notas Fiscais de Frete. Tipo: Programa.
MIND8;;Relatório Manutenção por Vencer;Relatório;MIND8 – Relatório Manutenção por Vencer. Tipo: Relatório.
MIND23;;Relatório Ordem de Serviço;Relatório;MIND23 – Relatório Ordem de Serviço. Tipo: Relatório.
CLAB8;;Inspeções e Ensaios;Programa;CLAB8 – Inspeções e Ensaios. Tipo: Programa.
CLAB19;;Laudo Automotivo - Português;Relatório;CLAB19 – Laudo Automotivo - Português. Tipo: Relatório.
CLAB9;;Cadastro de Amostras;Programa;CLAB9 – Cadastro de Amostras. Tipo: Programa.
CLAB1;;;;CLAB1.
CLAB15;;Apontamento de Amostras;Programa;CLAB15 – Apontamento de Amostras. Tipo: Programa.
ADMI153;;Exportação para Integração com Sistema Satra;Programa;ADMI153 – Exportação para Integração com Sistema Satra. Tipo: Programa. Variações no menu: Exportação para Integração com Sistema Satra - Arquivo .UP.
FATU147;;Emissão de Etiqueta - Controle de Lote - ADOC;Programa;FATU147 – Emissão de Etiqueta - Controle de Lote - ADOC. Tipo: Programa.
CPAG31;;Transformação de Documentos;Programa;CPAG31 – Transformação de Documentos. Tipo: Programa.
CFAB191;;Encerramento de Planos de Produção e Ordens de Fabricação Ativas e sem;Programa;"CFAB191 – Encerramento de Planos de Produção e Ordens de Fabricação Ativas e sem. Tipo: Programa. Variações no menu: Encerramento de Planos de Produção e Ordens de Fabricação Ativas e sem Reserva; Encerramento de Planos de Produção e Ordens de Fabricação Ativas e sem Reserva-LOC16,."
RECE6;;Relatório de Impostos;Relatório;RECE6 – Relatório de Impostos. Tipo: Relatório.
FATU10;;Relatório Imposto;Programa;FATU10 – Relatório Imposto. Tipo: Programa. Variações no menu: Relatório Imposto TESTE.
CONT40;;Bases de Rateio por Centro de Custos;Programa;CONT40 – Bases de Rateio por Centro de Custos. Tipo: Programa.
CONT12;;Lançamentos Contábeis;Programa;CONT12 – Lançamentos Contábeis. Tipo: Programa.
CONT14;;Balancetes;Programa;"CONT14 – Balancetes. Tipo: Programa. Variações no menu: Balance Comprobación; Balancetes - PERU."
RHUM2;;Agente Nocivo;Programa;RHUM2 – Agente Nocivo. Tipo: Programa.
FPAG93;;Reajuste Salarial;Programa;FPAG93 – Reajuste Salarial. Tipo: Programa. Variações no menu: Reajuste Salarial com Estab. Padrão.
RHUM8;;Jornada de Trabalho;Programa;RHUM8 – Jornada de Trabalho. Tipo: Programa.
FPAG23;;Cálculo;Programa;FPAG23 – Cálculo. Tipo: Programa. Variações no menu: Cálculo - Tecnocalza.
RHUM11;;Configuração de Períodos;Programa;RHUM11 – Configuração de Períodos. Tipo: Programa.
FPAG137;;Arquivo E-Social;Programa;FPAG137 – Arquivo E-Social. Tipo: Programa.
PEDI47;;Relatório;Relatório;"PEDI47 – Relatório. Tipo: Relatório. Variações no menu: Relatório Resumo de Pedidos - Arezzo; Relatório Pedidos Arezzo."
PEDI48;;Relatório Resumo de Pedidos - Arezzo;Programa;PEDI48 – Relatório Resumo de Pedidos - Arezzo. Tipo: Programa. Variações no menu: Resumo Pedidos Importados Arezzo.
ESTO117;;Implantação de Saldos de Industrialização e Depósitos por Terceiros;Programa;ESTO117 – Implantação de Saldos de Industrialização e Depósitos por Terceiros. Tipo: Programa.
