"PROGRAMA","DESCRICAO","TIPO"
"EPRO31","Lista de Produtos - EDI","Programa"
"CEXT28","Texto Trading","Programa"
"CPAG35","Log Importação de Bens e Lançamentos","Relatório"
"ADMI136","Importação Ato Concessório","Programa"
"RECE23","Consulta Notas Fiscais Sem Chave","Programa"
"ADMI218","Importação Contas Orçamentárias","Programa"
"ADMI219","Importação Cotas Orçamentárias","Programa"
"PEDI7","Emissão de Etiqueta por Unidade de Produto por Plano de Produção CARMIM (Termotransferência)","Programa"
"LFIS76","Relatório Consolidação PIS/COFINS por CST - SAÍDAS","Relatório"
"LFIS75","Relatório Consolidação PIS/COFINS por CST - SAÍDAS","Programa"
"PEDI6_MAX","Emissão de Pedido - Vendedor","Programa"
"LFIS77","Relatório Consolidação PIS/COFINS por CST - ENTRADAS","Programa"
"CEXC15","Relatório Cotações","Programa"
"VEND64","Conta Corrente Royaltes (Padrão)","Relatório"
"CFAB25","Posição do Plano de Produção (Plano/Produto/O.F.)","Relatório"
"ADMI78","Importação de Produtos","Programa"
"ADMI79","Unidade de Armazenamento","Programa"
"PEDI9","Posição de Pedidos","Programa"
"MPSP8","Relatório Plano Mestre de Produção com Complemento","Programa"
"MPSP18","Plano Mestre de Produção com Complemento","Relatório"
"VEND36","Carteira de Pedidos (Vendas)","Relatório"
"VEND35","Carteira de Pedidos (Produção)","Programa"
"VEND36","Carteira de Pedidos (Produção)","Relatório"
"VEND37","Ajuste de Comissões (Notas Fiscais)","Programa"
"PEDI9","Posição de Pedidos - Representante","Programa"
"PATR13","Aquisições","Programa"
"PATR9","Saldo por Conta Contábil","Programa"
"PATR11","Demonstrativo de Lançamentos","Programa"
"ADMI80","Resumo Cadastro de Representantes","Programa"
"ADMI81","Relatório Resumo Cadastro de Agentes","Relatório"
"ADMI81","Relatório Resumo Cadastro de Bancos","Relatório"
"ADMI81","Relatório Resumo Cadastro de Clientes","Relatório"
"ADMI81","Relatório Resumo Cadastro de Fornecedores","Relatório"
"ADMI81","Relatório Reumo Cadastro de Pessoas F/J","Relatório"
"ADMI81","Relatório Resumo Cadastro de Representantes","Relatório"
"ADMI81","Relatório Resumo Cadastro de Supervisores","Relatório"
"ADMI81","Relatório Resumo Cadastro de Transportadoras","Relatório"
"VEND35","Carteira de Pedidos (Vendas)","Programa"
"MPSP20","Liberação Lote Produção Estoque p/ Venda Estoque Futuro","Programa"
"ADMI81","Relatório Resumo Cadastro de Vendedores","Relatório"
"CREC44","Geração Arquivo SCI/EQUIFAX","Programa"
"CREC45","Geração Arquivo SERASA","Programa"
"PATR18","Transformação","Programa"
"PATR16","Baixas","Programa"
"PATR7","Catálogo de Bens","Relatório"
"MPSP21","Liberação Pedido de Compra p/ Venda Estoque Futuro","Programa"
"CFAB26","Emissão Talão Auxiliar","Programa"
"CFAB27_MYRABEL","Relatório Emissão Talão Auxiliar","Relatório"
"CUST3","Taxa de Juros","Programa"
"CUST4","Fator Cálculo","Programa"
"FVEN5","Cálculo Preço de Venda - Curtume","Programa"
"FVEN4","6-Categoria FPV","Programa"
"FVEN3","5-Markup","Programa"
"EPRO29","Perdas","Programa"
"CPAG35","LOG Geração Arquivo SERASA","Relatório"
"FATU22","Emissão Rótulo Unidade Armazenamento BRISA","Programa"
"PEDI11","Relatório Materiais X Pedidos","Relatório"
"FATU23","Gera Notas Fiscais Conta e Ordem Triangular","Programa"
"ADMI12","País","Programa"
"ADMI11","Unidade Federativa","Programa"
"CFAB30","Emissão Talão (+PROCESSO) CENTROPE","Programa"
"CFAB31_CENTROPE","Emissão Talão","Relatório"
"EPRO28","Desenvolvimento de Produto","Programa"
"CEXT1","Conhecimentos de Embarque","Programa"
"CEXT3","Modalidade de Despacho","Programa"
"CEXT2","Via de Transporte","Programa"
"CEXT4","Tipo de Declaração","Programa"
"CEXT5","Unidade da Receita Federal","Programa"
"CEXT6","Recinto Alfandegado - Local de Armazenamento","Programa"
"CEXT7","Recinto Alfandegado - Setor de Armazenamento","Programa"
"ESTO32","Desmontagem de SKU","Programa"
"CEXT8","Local de Embarque/Desembarque","Programa"
"CEXT9","Tipo de Documento","Programa"
"CEXT11","Desembaraço","Programa"
"FATU24","Emissão Rótulos com Documento Fiscal - TERMOTEXTIL","Programa"
"COMP22","Ponto Reposição","Relatório"
"COMP21","Ponto de Reposição","Programa"
"CEXT12","02 - Gerar Invoice","Programa"
"ESTO33","Emissão Picking","Programa"
"ESTO34","Emissão Picking","Relatório"
"CUST7","Apropriação do Custeio","Relatório"
"CEXC1075","Pedido Compra Exportação","Relatório"
"CEXT13","04 - Gerar Processo de Importação","Programa"
"ESTO35","Armazenamento","Programa"
"CEXT14","03 - Invoice","Programa"
"ESTO36","Solicitação de Necessidades de Materiais c/ Plano Produção","Programa"
"CUST8","Recálculo do Custeio das Ordens de Fabricação","Programa"
"CEXT15","Custo/Despesa","Programa"
"CEXT16","Regras Custos/Despesas Importação","Programa"
"VEND38","Regras Precificação","Programa"
"ADMI13","Cidade","Programa"
"ADMI19","Condições de Pagamento","Programa"
"CEXT22","08 - Recebimento de Importação (Gerar NF Importação)","Programa"
"ADMI14","Regiões","Programa"
"CUST9","Apropriação dos Materiais","Programa"
"CUST10","Apropriação dos Materiais por Material","Relatório"
"CUST11","Apropriação dos Materiais por OF","Relatório"
"CFAB7","Emissão Ordem de Fabricação - PREPACK PIAGUI","Programa"
"MPSP22","Relatório Plano de Produção com Reserva","Programa"
"MPSP23","Relatório Plano de Produção com Reserva por Entrega","Relatório"
"CFAB11_PIAGUI","Emissão Ordem de Fabricação (B)","Relatório"
"CEXT17","Encerram/Reabertura Processo Importação","Programa"
"ADMI89","Transportadoras (Fretes)","Programa"
"ADMI95","Classe de Ocorrências","Programa"
"ADMI105","Termo de Abertura/Encerramento","Programa"
"CEXT58","Relatório Unificado de Drawback","Programa"
"CEXT59","Relatório Unificado de Drawback - Importação","Relatório"
"ESTO40","Registro Produtos em Fabricação","Programa"
"CPAG3","Ocorrências","Programa"
"SERV5","Serviço","Programa"
"CFAB40","Consulta Materiais X Lotes","Programa"
"VEND61","Carteira de Pedidos/Código Estrutural (Produção)","Relatório"
"ESTO48","Relatório Materiais Não Apropriados por OF","Relatório"
"VEND61","Carteira de Pedidos/Código Estrutural(Vendas)","Relatório"
"ESTO44","Relatório Posição Estoque sem Reserva","Relatório"
"CPAG39","Exclusão de Transformação","Programa"
"CPAG39","Exclusão de Transformação","Programa"
"EPRO51_KRM","Relatório Especificações Técnicas Lista Materiais","Relatório"
"PATR6","Catálogo de Bens (Por Centro de Custo)","Programa"
"PATR7","Catálogo de Bens","Relatório"
"CEXC1024","Nota Fiscal de Entrada - FATURA REEMISSAO","Programa"
"PEDI18","Relatório Pedidos para Encaixotamento","Programa"
"CPAG35","Log Importação Nota Fiscal de Importação","Relatório"
"CUST5","Regra Tributação IR","Programa"
"CEXT39","Contrato de Câmbio (Contas a Pagar)","Programa"
"EPRO32","Vínculo Produto/Produto Cliente - Produto","Programa"
"ESTO46","Relatório de Produtos em Fabricação","Relatório"
"CEXT50","Relatório Contrato de Câmbio","Programa"
"SERV1","Configuração Padrão","Programa"
"VEND57","Performance de Entregas","Programa"
"CEXT63","Relatório Unificado de Drawback - Exportação","Relatório"
"ADMI104","Exportação Dados de Notas Fiscais - NOTFIS","Programa"
"MPSP26","Plano Mestre de Produção com Complemento","Relatório"
"FATU2","Gera Notas Fiscais Eletrônica - NF-e *** EXTINTOR*** era o FATU28","Programa"
"CEXT39","Contrato de Câmbio","Programa"
"PEDI15","Consulta Reserva Venda Estoque Futuro no Pedido de Compra","Programa"
"SERV2","Classificações","Programa"
"SERV3","Situações","Programa"
"SERV6","Atividade Técnica","Programa"
"SERV8","Documentação","Programa"
"ADMI110","Importação Nota Fiscal de Entrada de Importação","Programa"
"CEXT66","Emissão Invoice","Programa"
"CEXT66","Emissão Packing List","Programa"
"CEXT66","Emissão Invoice/Packing/Certificado Origem","Programa"
"FPAG41","02-Termo de Rescisão","Relatório"
"CPAG3","Ocorrências","Programa"
"CREC47","Relatório Documentos/Moeda","Relatório"
"CPAG38","Relatório Documentos/Moeda","Relatório"
"VEND62","Conta Corrente Royalties","Programa"
"VEND37","Ajuste de Royalties (Notas Fiscais)","Programa"
"VEND67","Relatório Demonstrativo Royalties","Programa"
"VEND63","Relatório Conta Corrente Royalties","Programa"
"PREC17","Relatório Eficiência Diária","Relatório"
"PEDI19","Relatório Pedidos para Encaixotamento","Relatório"
"FPAG42","03-Termo de Rescisão - Quitação","Relatório"
"FPAG43","04-Termo de Rescisão - Homologação","Relatório"
"FPAG48","Arquivo CAGED","Programa"
"FPAG45","06-Férias - Aviso","Relatório"
"PREC20","Relatório Cálculo Efetivo","Programa"
"PREC21","Relatório Cálculo Efetivo","Relatório"
"FPAG46_BRI","07-Férias - Solicitação de Abono","Relatório"
"ESTO49","Relatório Análise Estoque","Programa"
"ESTO41","Geração Registro Produtos Prontos","Programa"
"CFAB1","Apontamento OF Transf. Produção Estoque","Programa"
"CFAB22","Apontamento Rótulos Transf. Produção Estoque","Programa"
"ESTO40","Registro Produtos Prontos","Programa"
"ESTO45","Relatório de Registros Produtos Prontos","Programa"
"ESTO46","Relatório de Produtos em Fabricação","Relatório"
"RHUM15","Registro do Estabelecimento","Programa"
"FPAG49","Arquivo RAIS","Programa"
"FPAG50","Arquivo DIRF","Programa"
"CEXC9","Relatório de Reetiquetamento","Programa"
"CEXC10","Relatório de Reetiquetamento","Relatório"
"CEXC14","Conta Corrente Drawback","Programa"
"ADMI118","Posição de Conhecimentos","Relatório"
"ADMI119","Posição de Notas Fiscais","Relatório"
"CREC9","Análise ABC Treinamento","Programa"
"FATU36","Relatório Faturamento/Código Estrutural","Relatório"
"SERV12","Relatório Agenda de Atividades","Relatório"
"SERV11","Agenda de Atividades","Programa"
"SFP00530","Controle de Férias","Programa"
"SFP00230","Cadastro","Programa"
"FATU39","Gera Notas Fiscais de Crédito","Programa"
"EPRO39","Alteração Lista Material de Produtos","Programa"
"SERV13","Atividade Técnica (Plano Manutenção)","Programa"
"SERV15","Especificação Requisitos (AT&M)","Programa"
"CEXT69","Relatório Controle de Drawback Suspensão (Genérico)","Programa"
"ESTO67","Lançamento Produto Inventariado - CRI","Programa"
"CEXT70","Relatório Controle de Drawback Suspensão (Genérico)","Relatório"
"LFIS45","4.3.1 Mestre de Mercadorias/Serviços (Emitidas)","Programa"
"ADMI200","Simulador de Frete","Programa"
"CEXC23","Importação de Pedidos GEOX PL","Programa"
"CEXC25","Gerador de Pedidos","Programa"
"ORCA2","Gerar Previsão Ingresso/Desembolso","Programa"
"ORCA2","Exclusão Previsão Ingresso/Desembolso","Programa"
"ADMI128","Importação Analise de Venda","Programa"
"FATU15_ALEANZA","Relatório Notas Fiscais Matricial","Relatório"
"CEXC29","Relatório de Recebimentos","Programa"
"CEXC30","Relatório de Recebimentos","Relatório"
"ADMI201","Simulador de Frete","Relatório"
"ADMI205"," Gráfico Performace Entrega no Prazo","Relatório"
"COMP3","Pedidos de Compra Serviço","Programa"
"CONT44","Regras de Rateio p/ Centro de Custo","Programa"
"TERC3","Posição Remessa/Retorno","Programa"
"TERC7","Posição Remessa para Industrialização","Relatório"
"TERC6","Posição Remessa para Industrialização (Saldo)","Relatório"
"PATR19","Movimentação de Bens no Período","Programa"
"PATR20","Movimentação de Bens no Período","Relatório"
"RECE12","Importação Resposta Notas Fiscais Eletrônica - NF-e","Programa"
"ESTO69","Encerramento Estoque","Programa"
"ESTO70","Relatório Unidade Armazenamento","Relatório"
"ESTO68","Relatório de Produtos em Fabricação por Modelo","Relatório"
"CPAG3","Ocorrências","Programa"
"EPRO40","Relatório de Produtos","Programa"
"EPRO41","Relatório de Produtos","Relatório"
"MPSP9_BRISA","Plano Mestre de Produção","Relatório"
"MPSP24_BRISA","Plano Mestre de Produção","Relatório"
"CEXC1080","Faturamento Royaltes","Programa"
"VEND81","Classe Regra Comissão","Programa"
"PEDI23","Realocação de U.A. do Pedido","Programa"
"PEDI8_HENRICH_PDV","Emissão de Etiqueta Caixinha Individual - Henrich PDV","Relatório"
"FATU21_NKS","Notas Fiscais de Saída Matricial - Transf. ICMS","Relatório"
"FATU46","Notas Fiscais Inutilizadas - NF-e","Programa"
"FATU44","Relatório Romaneio Notas Fiscais (IMPRESSAO_PADRAO_ATELIER = 'S')","Programa"
"FATU45_HKUNTZLER","Relatório Romaneio Notas Fiscais","Relatório"
"PEDI7","Emissão de Etiquetas por Unidade de Produto por Plano de Produção(Amostras)","Programa"
"FATU138","Relatório Rótulos","Relatório"
"FATU43_BRISA","Etiqueta Térmica BRISA","Programa"
"ADMI202","Movimento Transportadoras","Programa"
"VEND72","Análise de Crédito","Programa"
"VEND73","Relatório Análise de Crédito","Relatório"
"VEND71","Configuração CRM","Programa"
"SERV23","Pedido (Serviço)","Relatório"
"SERV20","Documentação Pedido (Serviço)","Programa"
"SERV21_KUNDEN","Documentação Pedido (Serviço)","Relatório"
"SERV22","Pedido (Serviço)","Programa"
"CEXC77","Remessa Cobrança Escritural","Programa"
"CPAG35","LOG Remessa Cobrança Escritural","Relatório"
"ADMI129","Importação CEP de Bancos e Agencias","Programa"
"CREC49","Consulta de Documentos - Contas a receber","Programa"
"CPAG40","Consulta/Alteração de Documentos","Programa"
"CEXC33","Cliente/Lista de Produto - EDI","Programa"
"CEXC34","Controle de Produção - Espalmatura","Programa"
"CEXC35","Relatório Controle de Produção - Espalmatura","Relatório"
"CEXC36","Controle de Produção - Laminadora","Programa"
"CEXC37","Relatório Controle de Produção - Laminadora","Relatório"
"CEXC38","Controle de Produção - Coagulação","Programa"
"CEXC39","Relatório Controle de Produção - Coagulação","Relatório"
"CEXC40","Relatório Resultado de Produção","Programa"
"CEXC41","Relatório Resultado de Produção - Sintético","Relatório"
"CEXC42","Relatório Resultado de Produção - Analítico","Relatório"
"CEXC47","Importação Pedido de Venda","Programa"
"CEXC48","Solicitação de Necessidade de Materiais","Programa"
"CEXC49","Solicitação de Necessidade de Materiais","Relatório"
"CEXC50","Plano Mestre de Produção O.F. Modelo 2","Programa"
"CEXC51","Plano Mestre de Produção","Relatório"
"CEXC52","Plano Mestre de Produção","Relatório"
"CEXC55","Emissão Ordem de Fabricação 1 Processo","Programa"
"CEXC56","Emissão Ordem de Fabricação 1 Processo","Relatório"
"CEXC59","Emissão de Etiquetas - Layout Pimaco","Programa"
"CEXC61","Emissão de Etiquetas - Layout Pimaco","Relatório"
"CEXC45","Controle de Saldo Job Card GEOX","Programa"
"CEXC46","Controle de Saldo Job Card GEOX","Relatório"
"CEXC53","Plano Mestre de Produção com Complemento","Programa"
"CEXC60","Gera Arquivo NF","Programa"
"TERC1","Remessa (Reenvio)","Programa"
"CEXT71","10 - Gerar Nota Fiscal Complementar","Programa"
"ADMI123","Emissão Etiquetas Mala Direta Cliente","Programa"
"ADMI124","Emissão Etiquetas Mala Direta","Relatório"
"TERC1","Remessa (Código de Barras)","Programa"
"TERC20","Categoria","Programa"
"VEND74","Análise de Crédito - Sintético","Programa"
"VEND75","Relatório Análise de Crédito - Sintético","Relatório"
"FATU50","Relatório Imposto (Retenção)","Relatório"
"ADMI122","Configuração Diretórios Servidor","Programa"
"CREC50","Geração Arquivos ACI","Programa"
"MPSP33","Atualizar MRP","Programa"
"VEND35","Carteira de Pedidos (Vendas)","Programa"
"CREC51","Configuração Arquivo ACI","Programa"
"VEND36","Carteira de Pedidos (Produção)","Relatório"
"VEND61","Carteira de Pedidos/Código Estrutural (Produção)","Relatório"
"CEXC63","Solicitação de Necessidade de Materiais sem Plano Produção","Programa"
"MPSP34","Relatório Plano de Produção com Reserva por Produto","Relatório"
"COMP36","Cópia de Pedidos de Compra","Programa"
"FATU49","Emissão Comprovante de Coleta Resumido","Relatório"
"CEXC1007","Pré-importação Rótulos GEOX PL","Programa"
"CBAN21_SANTANDER_ESPANHOL","07  - Layout Cheque Santander Español","Relatório"
"FATU47","Emissão Comprovante de Coleta","Programa"
"FATU48","Emissão Comprovante de Coleta Detalhado","Relatório"
"VEND15","Relatório Demonstrativo Comissões (Provisão)","Programa"
"CEXC1013","Módulo","Programa"
"CEXC1014","Módulo Clientes","Programa"
"CEXC113","Gerenciador Atendimento","Programa"
"CFAB54","Roteiro de Fabricação c/ Especificações","Programa"
"CFAB55","Relatório Roteiro de Fabricação c/ Especificações","Relatório"
"CEXC1021","Contatos Clientes","Programa"
"RECE14","Relatório Notas Fiscais Empréstimo","Programa"
"RECE15","Relatório Notas Fiscais Empréstimo","Relatório"
"CEXC109","Gerenciador de Serviços","Programa"
"FPAG21","Lista Resumida Documentos Funcionário","Programa"
"FPAG22","Lista Resumida Documentos Funcionário","Relatório"
"VEND18","Demonstrativo Comissões","Relatório"
"CEXC1041","Recálculo Pis/Cofins","Programa"
"ESTO79","Apontamento de Requisição-NÃO USAR-PROGRAMA COM PROBLEMAS (Marcio)","Programa"
"CREC5","Relatório Vendor - Itaú","Programa"
"FPAG143","Tabela 10 - Tipos de Lotação Tributária","Programa"
"CEXC62","Gera Notas Fiscais - EDI","Programa"
