cluster_a,cluster_b,links,keywords_a,keywords_b
122,132,3,"emissão ordem, chão, ordem fabricação","eficiência, minutos, turno"
94,117,3,"custo médio, unitário, suprimentos estoque","rendimento, curtume, custo"
76,122,3,"encerramento, finalização, proceso","emissão ordem, chão, ordem fabricação"
69,135,3,"largura, produção agrupado, plano produção","lote, balanceado, cálculo"
114,122,3,"unidade medida, primária, qtde","emissão ordem, chão, ordem fabricação"
22,88,3,"detalhamento teste, login, user","cri, ajuste, divergência"
27,126,3,"romaneio, notas fiscais, fiscais rótulo","faturamento, liberação, pedidos"
108,126,3,"abastecimento, requisição, materiais","faturamento, liberação, pedidos"
77,108,3,"cancelamento saldo, saldo embarque, reserva","abastecimento, requisição, materiais"
39,89,3,"controle lote, lotes, requisições","estoque futuro, localização, produção estoque"
56,67,3,"kunden systems, ocorrida, implantação","relatório posição, frigorificos, gerenciamento"
108,135,3,"abastecimento, requisição, materiais","lote, balanceado, cálculo"
122,133,3,"emissão ordem, chão, ordem fabricação","semi, ofs, acabado"
26,36,3,"arezzo, importação, rótulos","mensagem knd, erro nimo, sequence"
107,125,3,"apontamento rótulos, fábrica lançamentos, lançamentos apontamento","faturamento, expedição, rotulo"
89,126,3,"estoque futuro, localização, produção estoque","faturamento, liberação, pedidos"
133,153,3,"semi, ofs, acabado","plano mestre, mestre produção, relatório plano"
110,133,3,"necessidades, compras, mrp","semi, ofs, acabado"
41,122,3,"custeio, custo, recálculo","emissão ordem, chão, ordem fabricação"
41,155,3,"custeio, custo, recálculo","smart, sefaz, nfs"
41,68,3,"custeio, custo, recálculo","relatório faturamento, assunto relatório, estornos"
102,140,3,"centro custo, requisição, contábil","recurso, planejamento, meta"
88,110,3,"cri, ajuste, divergência","necessidades, compras, mrp"
78,110,3,"and, select, nvl","necessidades, compras, mrp"
42,94,3,"produtos fabricação, geração produtos, conta contábil","custo médio, unitário, suprimentos estoque"
45,54,3,"armazenagem, local, rótulos","corrugado, rótulos, corrugada"
45,104,3,"armazenagem, local, rótulos","cancelamento, entrega, cancelar"
91,92,3,"posição estoque, relatório, saldos rótulo","reclassificação, transferência localizações, lançamentos transferência"
81,97,3,"ikronos, api, industrial manufatura","engenharia, desenvolvimento produto, estruturação produto"
148,158,3,"fiscais, nota, fiscal","monitor, fiscais, notas"
95,156,3,"dólares, moeda, valor","entrada, nota, fiscal"
68,116,3,"relatório faturamento, assunto relatório, estornos","estorno, cancelamento, devolução"
20,155,3,"controle embarque, embarque web, rótulos","smart, sefaz, nfs"
49,59,3,"senha, alter, caio","navegador, impressora, atalho"
116,156,3,"estorno, cancelamento, devolução","entrada, nota, fiscal"
86,98,3,"desconto, valor unitário, liquido","rota, pedidos faturamento, liberação pedidos"
154,156,3,"fornecedor, entrada, ontem","entrada, nota, fiscal"
15,100,3,"tolerância, pis cofins, tolerancia","instrução, embarque, caixas"
81,148,3,"ikronos, api, industrial manufatura","fiscais, nota, fiscal"
154,159,3,"fornecedor, entrada, ontem","aline, sefaz, monitor"
145,156,3,"triangular, industrialização, beneficiamento","entrada, nota, fiscal"
27,116,3,"romaneio, notas fiscais, fiscais rótulo","estorno, cancelamento, devolução"
67,108,3,"relatório posição, frigorificos, gerenciamento","abastecimento, requisição, materiais"
17,108,3,"manutenção, preventiva, maquina","abastecimento, requisição, materiais"
88,94,3,"cri, ajuste, divergência","custo médio, unitário, suprimentos estoque"
94,108,3,"custo médio, unitário, suprimentos estoque","abastecimento, requisição, materiais"
46,66,3,"armazenagem, lotes, local","painel, abate, animal"
84,108,3,"compras, comprador, alçada","abastecimento, requisição, materiais"
30,67,3,"encaixotamento, talões, liberação faturamento","relatório posição, frigorificos, gerenciamento"
73,126,3,"mínimo, parcela, categoria","faturamento, liberação, pedidos"
121,148,3,"exportação, packing, list","fiscais, nota, fiscal"
27,61,3,"romaneio, notas fiscais, fiscais rótulo","emissão etiqueta, etiqueta nota, rótulos emissão"
46,83,3,"armazenagem, lotes, local","brisa, revisão, skus"
15,27,3,"tolerância, pis cofins, tolerancia","romaneio, notas fiscais, fiscais rótulo"
58,65,3,"etiquetas, impressora, impressão","painel embalagem, embalagem web, web painel"
26,56,3,"arezzo, importação, rótulos","kunden systems, ocorrida, implantação"
56,133,3,"kunden systems, ocorrida, implantação","semi, ofs, acabado"
36,104,3,"mensagem knd, erro nimo, sequence","cancelamento, entrega, cancelar"
79,123,3,"marca, conjunto, cor","cartão, componente, emissão"
97,123,3,"engenharia, desenvolvimento produto, estruturação produto","cartão, componente, emissão"
59,97,3,"navegador, impressora, atalho","engenharia, desenvolvimento produto, estruturação produto"
1,32,3,"saldo saldo, prev, ent","dígitos, ean, contentor"
19,79,3,"fpv, preço venda, cálculo","marca, conjunto, cor"
28,32,3,"importação, edi, arquivo","dígitos, ean, contentor"
111,139,3,"grade marcar, simplificado, venda","grafdil, carrinho, pessoa"
89,151,3,"estoque futuro, localização, produção estoque","fabricação geração, plano mestre, mestre produção"
89,103,3,"estoque futuro, localização, produção estoque","embarque parcial, reserva, aceita embarque"
30,52,3,"encaixotamento, talões, liberação faturamento","rotulo, rótulo, operação"
52,98,3,"rotulo, rótulo, operação","rota, pedidos faturamento, liberação pedidos"
1,3,3,"saldo saldo, prev, ent","reg, status notas, mandatório"
75,97,3,"classificação, produto destino, ficha técnica","engenharia, desenvolvimento produto, estruturação produto"
19,108,3,"fpv, preço venda, cálculo","abastecimento, requisição, materiais"
69,122,3,"largura, produção agrupado, plano produção","emissão ordem, chão, ordem fabricação"
48,60,3,"ora, erro, mensagem","rótulos, armazenamento, unidades"
28,75,3,"importação, edi, arquivo","classificação, produto destino, ficha técnica"
83,125,3,"brisa, revisão, skus","faturamento, expedição, rotulo"
67,137,3,"relatório posição, frigorificos, gerenciamento","flex, saldo, representantes controle"
43,62,3,"cep, inspeção, lançamento","painel, web, expedição"
62,131,3,"painel, web, expedição","android, app, ivendre"
49,131,3,"senha, alter, caio","android, app, ivendre"
45,78,3,"armazenagem, local, rótulos","and, select, nvl"
22,46,3,"detalhamento teste, login, user","armazenagem, lotes, local"
46,89,3,"armazenagem, lotes, local","estoque futuro, localização, produção estoque"
53,57,3,"etiqueta, impressa, embalagem","etiqueta, emissão, impressão"
65,66,3,"painel embalagem, embalagem web, web painel","painel, abate, animal"
22,65,3,"detalhamento teste, login, user","painel embalagem, embalagem web, web painel"
77,100,3,"cancelamento saldo, saldo embarque, reserva","instrução, embarque, caixas"
38,98,3,"lote, fracionamento, fracionar","rota, pedidos faturamento, liberação pedidos"
136,153,3,"planejamento vendas, vendas planejamento, vendas frigorífico","plano mestre, mestre produção, relatório plano"
22,55,3,"detalhamento teste, login, user","mail assunto, desenvolvimento, queria entender"
48,139,3,"ora, erro, mensagem","grafdil, carrinho, pessoa"
69,104,3,"largura, produção agrupado, plano produção","cancelamento, entrega, cancelar"
104,130,3,"cancelamento, entrega, cancelar","carteira, distribuição pedidos, pedidos relatórios"
108,130,3,"abastecimento, requisição, materiais","carteira, distribuição pedidos, pedidos relatórios"
28,143,3,"importação, edi, arquivo","desconto, comissão, preços"
28,29,3,"importação, edi, arquivo","cnpj, pessoa, jurídicas"
29,84,3,"cnpj, pessoa, jurídicas","compras, comprador, alçada"
28,105,3,"importação, edi, arquivo","cotação, compras, fornecedor"
47,146,3,"análise, representante, vendas","proposta, ivendre, representante"
79,111,3,"marca, conjunto, cor","grade marcar, simplificado, venda"
78,146,3,"and, select, nvl","proposta, ivendre, representante"
54,90,3,"corrugado, rótulos, corrugada","material, materiais, componente"
84,111,3,"compras, comprador, alçada","grade marcar, simplificado, venda"
81,85,3,"ikronos, api, industrial manufatura","pré, recebimento, pre"
111,130,3,"grade marcar, simplificado, venda","carteira, distribuição pedidos, pedidos relatórios"
110,130,3,"necessidades, compras, mrp","carteira, distribuição pedidos, pedidos relatórios"
22,129,3,"detalhamento teste, login, user","entrega, categoria, venda"
98,130,3,"rota, pedidos faturamento, liberação pedidos","carteira, distribuição pedidos, pedidos relatórios"
38,103,3,"lote, fracionamento, fracionar","embarque parcial, reserva, aceita embarque"
89,109,3,"estoque futuro, localização, produção estoque","planejamento vendas, cota, vendas planejamento"
37,106,3,"está lendo, etiquetas medidora, medidora está","apontamento, web, coletor"
139,143,3,"grafdil, carrinho, pessoa","desconto, comissão, preços"
108,132,3,"abastecimento, requisição, materiais","eficiência, minutos, turno"
4,47,3,"power, mcm, visões","análise, representante, vendas"
20,106,3,"controle embarque, embarque web, rótulos","apontamento, web, coletor"
30,56,3,"encaixotamento, talões, liberação faturamento","kunden systems, ocorrida, implantação"
31,104,3,"picking, rótulo, web","cancelamento, entrega, cancelar"
22,52,3,"detalhamento teste, login, user","rotulo, rótulo, operação"
86,143,3,"desconto, valor unitário, liquido","desconto, comissão, preços"
85,105,3,"pré, recebimento, pre","cotação, compras, fornecedor"
19,87,3,"fpv, preço venda, cálculo","diferença, custo médio, estoque"
51,110,3,"email, envio, mails","necessidades, compras, mrp"
1,108,3,"saldo saldo, prev, ent","abastecimento, requisição, materiais"
56,70,3,"kunden systems, ocorrida, implantação","processo sequencia, curpisco, demãos"
19,78,3,"fpv, preço venda, cálculo","and, select, nvl"
71,108,3,"empresa, mrp, tabela","abastecimento, requisição, materiais"
29,51,3,"cnpj, pessoa, jurídicas","email, envio, mails"
78,132,3,"and, select, nvl","eficiência, minutos, turno"
67,132,3,"relatório posição, frigorificos, gerenciamento","eficiência, minutos, turno"
17,124,3,"manutenção, preventiva, maquina","operações, propriedade, ficha"
48,91,3,"ora, erro, mensagem","posição estoque, relatório, saldos rótulo"
48,156,3,"ora, erro, mensagem","entrada, nota, fiscal"
9,56,3,"codex clipboard, png, tecnica","kunden systems, ocorrida, implantação"
8,126,3,"doccob, conemb, transportadora","faturamento, liberação, pedidos"
43,115,3,"cep, inspeção, lançamento","apontamento, multitarefa, desvio"
17,67,3,"manutenção, preventiva, maquina","relatório posição, frigorificos, gerenciamento"
16,150,3,"manutenção industrial, transferência, centro trabalho","remessa, terceirização, industrialização"
21,122,3,"publisher, query, report","emissão ordem, chão, ordem fabricação"
95,126,3,"dólares, moeda, valor","faturamento, liberação, pedidos"
6,52,3,"satra, ticket, arquivo","rotulo, rótulo, operação"
26,153,3,"arezzo, importação, rótulos","plano mestre, mestre produção, relatório plano"
22,130,3,"detalhamento teste, login, user","carteira, distribuição pedidos, pedidos relatórios"
22,89,3,"detalhamento teste, login, user","estoque futuro, localização, produção estoque"
22,105,3,"detalhamento teste, login, user","cotação, compras, fornecedor"
8,14,2,"doccob, conemb, transportadora","pdv, caixa, kunden"
34,126,2,"labelli, api, job","faturamento, liberação, pedidos"
89,108,2,"estoque futuro, localização, produção estoque","abastecimento, requisição, materiais"
22,64,2,"detalhamento teste, login, user","nao, transcricao, deve"
64,80,2,"nao, transcricao, deve","características, categoria, preenchidas"
18,64,2,"ção, ato, drawback","nao, transcricao, deve"
7,52,2,"revisão, bônus, painel","rotulo, rótulo, operação"
7,38,2,"revisão, bônus, painel","lote, fracionamento, fracionar"
7,125,2,"revisão, bônus, painel","faturamento, expedição, rotulo"
42,128,2,"produtos fabricação, geração produtos, conta contábil","consignação, operação, classe"
19,67,2,"fpv, preço venda, cálculo","relatório posição, frigorificos, gerenciamento"
22,77,2,"detalhamento teste, login, user","cancelamento saldo, saldo embarque, reserva"
14,34,2,"pdv, caixa, kunden","labelli, api, job"
34,123,2,"labelli, api, job","cartão, componente, emissão"
19,74,2,"fpv, preço venda, cálculo","cfop, icms, sped"
74,154,2,"cfop, icms, sped","fornecedor, entrada, ontem"
96,108,2,"coleção, estruturação produto, sub","abastecimento, requisição, materiais"
90,96,2,"material, materiais, componente","coleção, estruturação produto, sub"
36,50,2,"mensagem knd, erro nimo, sequence","sys, camino, oracle"
50,139,2,"sys, camino, oracle","grafdil, carrinho, pessoa"
50,147,2,"sys, camino, oracle","ivendre, fotos, ios"
50,159,2,"sys, camino, oracle","aline, sefaz, monitor"
80,150,2,"características, categoria, preenchidas","remessa, terceirização, industrialização"
78,123,2,"and, select, nvl","cartão, componente, emissão"
97,152,2,"engenharia, desenvolvimento produto, estruturação produto","mestre produção, plano mestre, forecast"
106,145,2,"apontamento, web, coletor","triangular, industrialização, beneficiamento"
110,140,2,"necessidades, compras, mrp","recurso, planejamento, meta"
76,115,2,"encerramento, finalização, proceso","apontamento, multitarefa, desvio"
7,83,2,"revisão, bônus, painel","brisa, revisão, skus"
57,59,2,"etiqueta, emissão, impressão","navegador, impressora, atalho"
106,114,2,"apontamento, web, coletor","unidade medida, primária, qtde"
45,116,2,"armazenagem, local, rótulos","estorno, cancelamento, devolução"
19,56,2,"fpv, preço venda, cálculo","kunden systems, ocorrida, implantação"
40,75,2,"inspeção, laboratorial, inspección","classificação, produto destino, ficha técnica"
70,93,2,"processo sequencia, curpisco, demãos","encerramento, encerrado, períodos"
35,56,2,"raja, paquete, cantidad","kunden systems, ocorrida, implantação"
17,97,2,"manutenção, preventiva, maquina","engenharia, desenvolvimento produto, estruturação produto"
107,115,2,"apontamento rótulos, fábrica lançamentos, lançamentos apontamento","apontamento, multitarefa, desvio"
40,108,2,"inspeção, laboratorial, inspección","abastecimento, requisição, materiais"
3,118,2,"reg, status notas, mandatório","custo total, napa asa, asa white"
19,145,2,"fpv, preço venda, cálculo","triangular, industrialização, beneficiamento"
56,105,2,"kunden systems, ocorrida, implantação","cotação, compras, fornecedor"
41,117,2,"custeio, custo, recálculo","rendimento, curtume, custo"
29,55,2,"cnpj, pessoa, jurídicas","mail assunto, desenvolvimento, queria entender"
84,121,2,"compras, comprador, alçada","exportação, packing, list"
108,121,2,"abastecimento, requisição, materiais","exportação, packing, list"
27,148,2,"romaneio, notas fiscais, fiscais rótulo","fiscais, nota, fiscal"
39,108,2,"controle lote, lotes, requisições","abastecimento, requisição, materiais"
94,128,2,"custo médio, unitário, suprimentos estoque","consignação, operação, classe"
125,128,2,"faturamento, expedição, rotulo","consignação, operação, classe"
89,92,2,"estoque futuro, localização, produção estoque","reclassificação, transferência localizações, lançamentos transferência"
83,89,2,"brisa, revisão, skus","estoque futuro, localização, produção estoque"
51,88,2,"email, envio, mails","cri, ajuste, divergência"
3,148,2,"reg, status notas, mandatório","fiscais, nota, fiscal"
112,135,2,"data base, fecha base, plano produção","lote, balanceado, cálculo"
45,135,2,"armazenagem, local, rótulos","lote, balanceado, cálculo"
89,135,2,"estoque futuro, localização, produção estoque","lote, balanceado, cálculo"
135,152,2,"lote, balanceado, cálculo","mestre produção, plano mestre, forecast"
36,126,2,"mensagem knd, erro nimo, sequence","faturamento, liberação, pedidos"
77,153,2,"cancelamento saldo, saldo embarque, reserva","plano mestre, mestre produção, relatório plano"
69,78,2,"largura, produção agrupado, plano produção","and, select, nvl"
41,99,2,"custeio, custo, recálculo","back flush, flush materiais, apontamento"
41,114,2,"custeio, custo, recálculo","unidade medida, primária, qtde"
39,135,2,"controle lote, lotes, requisições","lote, balanceado, cálculo"
93,99,2,"encerramento, encerrado, períodos","back flush, flush materiais, apontamento"
42,150,2,"produtos fabricação, geração produtos, conta contábil","remessa, terceirização, industrialização"
6,15,2,"satra, ticket, arquivo","tolerância, pis cofins, tolerancia"
76,88,2,"encerramento, finalização, proceso","cri, ajuste, divergência"
78,133,2,"and, select, nvl","semi, ofs, acabado"
105,108,2,"cotação, compras, fornecedor","abastecimento, requisição, materiais"
81,111,2,"ikronos, api, industrial manufatura","grade marcar, simplificado, venda"
41,135,2,"custeio, custo, recálculo","lote, balanceado, cálculo"
90,92,2,"material, materiais, componente","reclassificação, transferência localizações, lançamentos transferência"
56,77,2,"kunden systems, ocorrida, implantação","cancelamento saldo, saldo embarque, reserva"
16,148,2,"manutenção industrial, transferência, centro trabalho","fiscais, nota, fiscal"
128,155,2,"consignação, operação, classe","smart, sefaz, nfs"
116,121,2,"estorno, cancelamento, devolução","exportação, packing, list"
41,87,2,"custeio, custo, recálculo","diferença, custo médio, estoque"
18,28,2,"ção, ato, drawback","importação, edi, arquivo"
48,159,2,"ora, erro, mensagem","aline, sefaz, monitor"
122,148,2,"emissão ordem, chão, ordem fabricação","fiscais, nota, fiscal"
16,149,2,"manutenção industrial, transferência, centro trabalho","industrialização, retorno, remessa"
28,158,2,"importação, edi, arquivo","monitor, fiscais, notas"
87,95,2,"diferença, custo médio, estoque","dólares, moeda, valor"
61,142,2,"emissão etiqueta, etiqueta nota, rótulos emissão","impressora, impressão, monitor"
10,155,2,"evento, leiaute, autor","smart, sefaz, nfs"
155,157,2,"smart, sefaz, nfs","importação notas, fiscais importação, entrada xml"
29,155,2,"cnpj, pessoa, jurídicas","smart, sefaz, nfs"
116,158,2,"estorno, cancelamento, devolução","monitor, fiscais, notas"
27,159,2,"romaneio, notas fiscais, fiscais rótulo","aline, sefaz, monitor"
122,159,2,"emissão ordem, chão, ordem fabricação","aline, sefaz, monitor"
81,91,2,"ikronos, api, industrial manufatura","posição estoque, relatório, saldos rótulo"
91,134,2,"posição estoque, relatório, saldos rótulo","quantidade peças, ivendre, bonés"
19,64,2,"fpv, preço venda, cálculo","nao, transcricao, deve"
68,87,2,"relatório faturamento, assunto relatório, estornos","diferença, custo médio, estoque"
67,91,2,"relatório posição, frigorificos, gerenciamento","posição estoque, relatório, saldos rótulo"
111,126,2,"grade marcar, simplificado, venda","faturamento, liberação, pedidos"
73,113,2,"mínimo, parcela, categoria","risco, crédito, analise"
48,126,2,"ora, erro, mensagem","faturamento, liberação, pedidos"
77,130,2,"cancelamento saldo, saldo embarque, reserva","carteira, distribuição pedidos, pedidos relatórios"
20,148,2,"controle embarque, embarque web, rótulos","fiscais, nota, fiscal"
20,125,2,"controle embarque, embarque web, rótulos","faturamento, expedição, rotulo"
44,99,2,"devolução, devoluções, cep","back flush, flush materiais, apontamento"
44,108,2,"devolução, devoluções, cep","abastecimento, requisição, materiais"
60,61,2,"rótulos, armazenamento, unidades","emissão etiqueta, etiqueta nota, rótulos emissão"
89,96,2,"estoque futuro, localização, produção estoque","coleção, estruturação produto, sub"
16,157,2,"manutenção industrial, transferência, centro trabalho","importação notas, fiscais importação, entrada xml"
8,148,2,"doccob, conemb, transportadora","fiscais, nota, fiscal"
50,158,2,"sys, camino, oracle","monitor, fiscais, notas"
21,50,2,"publisher, query, report","sys, camino, oracle"
98,157,2,"rota, pedidos faturamento, liberação pedidos","importação notas, fiscais importação, entrada xml"
48,56,2,"ora, erro, mensagem","kunden systems, ocorrida, implantação"
14,23,2,"pdv, caixa, kunden","http, frigorifico, link"
103,125,2,"embarque parcial, reserva, aceita embarque","faturamento, expedição, rotulo"
2,19,2,"moeda, cotação, cotações","fpv, preço venda, cálculo"
5,157,2,"contra nota, gera contra, entrada frigorífico","importação notas, fiscais importação, entrada xml"
5,22,2,"contra nota, gera contra, entrada frigorífico","detalhamento teste, login, user"
5,85,2,"contra nota, gera contra, entrada frigorífico","pré, recebimento, pre"
67,150,2,"relatório posição, frigorificos, gerenciamento","remessa, terceirização, industrialização"
27,60,2,"romaneio, notas fiscais, fiscais rótulo","rótulos, armazenamento, unidades"
67,68,2,"relatório posição, frigorificos, gerenciamento","relatório faturamento, assunto relatório, estornos"
81,122,2,"ikronos, api, industrial manufatura","emissão ordem, chão, ordem fabricação"
144,150,2,"retorno, industrialização, deposito","remessa, terceirização, industrialização"
128,144,2,"consignação, operação, classe","retorno, industrialização, deposito"
53,59,2,"etiqueta, impressa, embalagem","navegador, impressora, atalho"
58,142,2,"etiquetas, impressora, impressão","impressora, impressão, monitor"
58,63,2,"etiquetas, impressora, impressão","etiqueta, primevo, letavo"
52,58,2,"rotulo, rótulo, operação","etiquetas, impressora, impressão"
23,56,2,"http, frigorifico, link","kunden systems, ocorrida, implantação"
1,56,2,"saldo saldo, prev, ent","kunden systems, ocorrida, implantação"
124,133,2,"operações, propriedade, ficha","semi, ofs, acabado"
89,133,2,"estoque futuro, localização, produção estoque","semi, ofs, acabado"
2,36,2,"moeda, cotação, cotações","mensagem knd, erro nimo, sequence"
132,151,2,"eficiência, minutos, turno","fabricação geração, plano mestre, mestre produção"
127,153,2,"setup, tempo, planejamento","plano mestre, mestre produção, relatório plano"
72,152,2,"mrp, material, data cadastro","mestre produção, plano mestre, forecast"
55,88,2,"mail assunto, desenvolvimento, queria entender","cri, ajuste, divergência"
72,140,2,"mrp, material, data cadastro","recurso, planejamento, meta"
48,108,2,"ora, erro, mensagem","abastecimento, requisição, materiais"
25,41,2,"job, logs, ção","custeio, custo, recálculo"
78,112,2,"and, select, nvl","data base, fecha base, plano produção"
70,76,2,"processo sequencia, curpisco, demãos","encerramento, finalização, proceso"
26,52,2,"arezzo, importação, rótulos","rotulo, rótulo, operação"
26,126,2,"arezzo, importação, rótulos","faturamento, liberação, pedidos"
52,125,2,"rotulo, rótulo, operação","faturamento, expedição, rotulo"
32,57,2,"dígitos, ean, contentor","etiqueta, emissão, impressão"
56,108,2,"kunden systems, ocorrida, implantação","abastecimento, requisição, materiais"
54,108,2,"corrugado, rótulos, corrugada","abastecimento, requisição, materiais"
48,122,2,"ora, erro, mensagem","emissão ordem, chão, ordem fabricação"
67,122,2,"relatório posição, frigorificos, gerenciamento","emissão ordem, chão, ordem fabricação"
22,101,2,"detalhamento teste, login, user","recursos, filtro, semana"
69,90,2,"largura, produção agrupado, plano produção","material, materiais, componente"
54,79,2,"corrugado, rótulos, corrugada","marca, conjunto, cor"
14,79,2,"pdv, caixa, kunden","marca, conjunto, cor"
79,129,2,"marca, conjunto, cor","entrega, categoria, venda"
59,60,2,"navegador, impressora, atalho","rótulos, armazenamento, unidades"
22,33,2,"detalhamento teste, login, user","gtin, ean, txt"
34,131,2,"labelli, api, job","android, app, ivendre"
89,129,2,"estoque futuro, localização, produção estoque","entrega, categoria, venda"
100,134,2,"instrução, embarque, caixas","quantidade peças, ivendre, bonés"
31,125,2,"picking, rótulo, web","faturamento, expedição, rotulo"
124,127,2,"operações, propriedade, ficha","setup, tempo, planejamento"
127,132,2,"setup, tempo, planejamento","eficiência, minutos, turno"
101,110,2,"recursos, filtro, semana","necessidades, compras, mrp"
6,69,2,"satra, ticket, arquivo","largura, produção agrupado, plano produção"
52,108,2,"rotulo, rótulo, operação","abastecimento, requisição, materiais"
52,132,2,"rotulo, rótulo, operação","eficiência, minutos, turno"
52,89,2,"rotulo, rótulo, operação","estoque futuro, localização, produção estoque"
52,113,2,"rotulo, rótulo, operação","risco, crédito, analise"
68,101,2,"relatório faturamento, assunto relatório, estornos","recursos, filtro, semana"
36,122,2,"mensagem knd, erro nimo, sequence","emissão ordem, chão, ordem fabricação"
108,112,2,"abastecimento, requisição, materiais","data base, fecha base, plano produção"
62,104,2,"painel, web, expedição","cancelamento, entrega, cancelar"
22,133,2,"detalhamento teste, login, user","semi, ofs, acabado"
41,144,2,"custeio, custo, recálculo","retorno, industrialização, deposito"
87,145,2,"diferença, custo médio, estoque","triangular, industrialização, beneficiamento"
5,44,2,"contra nota, gera contra, entrada frigorífico","devolução, devoluções, cep"
104,137,2,"cancelamento, entrega, cancelar","flex, saldo, representantes controle"
86,137,2,"desconto, valor unitário, liquido","flex, saldo, representantes controle"
39,43,2,"controle lote, lotes, requisições","cep, inspeção, lançamento"
43,82,2,"cep, inspeção, lançamento","relatório analise, relatório gerenciais, fábrica relatório"
53,65,2,"etiqueta, impressa, embalagem","painel embalagem, embalagem web, web painel"
34,49,2,"labelli, api, job","senha, alter, caio"
38,104,2,"lote, fracionamento, fracionar","cancelamento, entrega, cancelar"
21,25,2,"publisher, query, report","job, logs, ção"
62,153,2,"painel, web, expedição","plano mestre, mestre produção, relatório plano"
53,66,2,"etiqueta, impressa, embalagem","painel, abate, animal"
38,46,2,"lote, fracionamento, fracionar","armazenagem, lotes, local"
65,81,2,"painel embalagem, embalagem web, web painel","ikronos, api, industrial manufatura"
53,62,2,"etiqueta, impressa, embalagem","painel, web, expedição"
38,77,2,"lote, fracionamento, fracionar","cancelamento saldo, saldo embarque, reserva"
34,143,2,"labelli, api, job","desconto, comissão, preços"
99,150,2,"back flush, flush materiais, apontamento","remessa, terceirização, industrialização"
2,41,2,"moeda, cotação, cotações","custeio, custo, recálculo"
28,111,2,"importação, edi, arquivo","grade marcar, simplificado, venda"
73,143,2,"mínimo, parcela, categoria","desconto, comissão, preços"
28,130,2,"importação, edi, arquivo","carteira, distribuição pedidos, pedidos relatórios"
53,58,2,"etiqueta, impressa, embalagem","etiquetas, impressora, impressão"
28,157,2,"importação, edi, arquivo","importação notas, fiscais importação, entrada xml"
28,126,2,"importação, edi, arquivo","faturamento, liberação, pedidos"
28,64,2,"importação, edi, arquivo","nao, transcricao, deve"
9,50,2,"codex clipboard, png, tecnica","sys, camino, oracle"
126,146,2,"faturamento, liberação, pedidos","proposta, ivendre, representante"
81,146,2,"ikronos, api, industrial manufatura","proposta, ivendre, representante"
143,147,2,"desconto, comissão, preços","ivendre, fotos, ios"
86,129,2,"desconto, valor unitário, liquido","entrega, categoria, venda"
31,103,2,"picking, rótulo, web","embarque parcial, reserva, aceita embarque"
105,143,2,"cotação, compras, fornecedor","desconto, comissão, preços"
81,143,2,"ikronos, api, industrial manufatura","desconto, comissão, preços"
100,111,2,"instrução, embarque, caixas","grade marcar, simplificado, venda"
51,73,2,"email, envio, mails","mínimo, parcela, categoria"
110,111,2,"necessidades, compras, mrp","grade marcar, simplificado, venda"
126,129,2,"faturamento, liberação, pedidos","entrega, categoria, venda"
111,138,2,"grade marcar, simplificado, venda","ivendre, semana, carrinhos"
111,134,2,"grade marcar, simplificado, venda","quantidade peças, ivendre, bonés"
89,113,2,"estoque futuro, localização, produção estoque","risco, crédito, analise"
67,126,2,"relatório posição, frigorificos, gerenciamento","faturamento, liberação, pedidos"
67,106,2,"relatório posição, frigorificos, gerenciamento","apontamento, web, coletor"
67,81,2,"relatório posição, frigorificos, gerenciamento","ikronos, api, industrial manufatura"
103,129,2,"embarque parcial, reserva, aceita embarque","entrega, categoria, venda"
89,128,2,"estoque futuro, localização, produção estoque","consignação, operação, classe"
45,106,2,"armazenagem, local, rótulos","apontamento, web, coletor"
59,106,2,"navegador, impressora, atalho","apontamento, web, coletor"
32,37,2,"dígitos, ean, contentor","está lendo, etiquetas medidora, medidora está"
43,106,2,"cep, inspeção, lançamento","apontamento, web, coletor"
80,139,2,"características, categoria, preenchidas","grafdil, carrinho, pessoa"
73,138,2,"mínimo, parcela, categoria","ivendre, semana, carrinhos"
14,138,2,"pdv, caixa, kunden","ivendre, semana, carrinhos"
138,143,2,"ivendre, semana, carrinhos","desconto, comissão, preços"
77,138,2,"cancelamento saldo, saldo embarque, reserva","ivendre, semana, carrinhos"
29,138,2,"cnpj, pessoa, jurídicas","ivendre, semana, carrinhos"
23,138,2,"http, frigorifico, link","ivendre, semana, carrinhos"
89,138,2,"estoque futuro, localização, produção estoque","ivendre, semana, carrinhos"
19,143,2,"fpv, preço venda, cálculo","desconto, comissão, preços"
47,130,2,"análise, representante, vendas","carteira, distribuição pedidos, pedidos relatórios"
47,51,2,"análise, representante, vendas","email, envio, mails"
35,48,2,"raja, paquete, cantidad","ora, erro, mensagem"
47,116,2,"análise, representante, vendas","estorno, cancelamento, devolução"
4,23,2,"power, mcm, visões","http, frigorifico, link"
14,106,2,"pdv, caixa, kunden","apontamento, web, coletor"
66,106,2,"painel, abate, animal","apontamento, web, coletor"
106,132,2,"apontamento, web, coletor","eficiência, minutos, turno"
106,122,2,"apontamento, web, coletor","emissão ordem, chão, ordem fabricação"
30,126,2,"encaixotamento, talões, liberação faturamento","faturamento, liberação, pedidos"
30,84,2,"encaixotamento, talões, liberação faturamento","compras, comprador, alçada"
30,77,2,"encaixotamento, talões, liberação faturamento","cancelamento saldo, saldo embarque, reserva"
31,126,2,"picking, rótulo, web","faturamento, liberação, pedidos"
